Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost
2026-07-18,INV-908801,SuperStore Inc,Standard Widget,387,80,30960,19350
2026-07-18,INV-586059,BigBuy Distribution,Declining Product,291,100,29100,18915
2026-07-18,INV-800432,SuperStore Inc,Gadget Pro,330,250,82500,57750
2026-07-18,INV-533667,SuperStore Inc,Standard Widget,269,80,21520,13450
2026-07-18,INV-791059,MegaMart Corp,Premium Widget,248,150,37200,29760
2026-07-18,INV-870222,Small Dealer 15,Low Stock Item,50,200,10000,6500
2026-07-18,INV-214437,MegaMart Corp,Gadget Pro,28,250,7000,4900
2026-07-18,INV-109718,SuperStore Inc,Low Stock Item,404,200,80800,52520
2026-07-18,INV-235103,BigBuy Distribution,Gadget Pro,162,250,40500,28350
2026-07-18,INV-422322,BigBuy Distribution,Low Stock Item,256,200,51200,33280
2026-07-18,INV-393040,Small Dealer 21,Premium Widget,23,150,3450,2760
2026-07-18,INV-789851,MegaMart Corp,Gadget Lite,37,90,3330,2035
2026-07-19,INV-301685,Small Dealer 15,Standard Widget,367,80,29360,18350
2026-07-19,INV-407692,Small Dealer 24,Gadget Lite,422,90,37980,23210
2026-07-19,INV-696052,Small Dealer 6,Premium Widget,155,150,23250,18600
2026-07-19,INV-534370,MegaMart Corp,Gadget Pro,500,250,125000,87500
2026-07-19,INV-176949,SuperStore Inc,Premium Widget,76,150,11400,9120
2026-07-19,INV-387831,MegaMart Corp,Gadget Pro,443,250,110750,77525
2026-07-19,INV-939610,Small Dealer 7,Premium Widget,24,150,3600,2880
2026-07-19,INV-482135,MegaMart Corp,Standard Widget,55,80,4400,2750
2026-07-19,INV-505838,Small Dealer 17,Declining Product,29,100,2900,1885
2026-07-19,INV-778934,SuperStore Inc,Declining Product,193,100,19300,12545
2026-07-19,INV-339016,MegaMart Corp,Budget Widget,277,30,8310,4986
2026-07-19,INV-122040,MegaMart Corp,Budget Widget,216,30,6480,3888
2026-07-19,INV-237982,MegaMart Corp,Budget Widget,378,30,11340,6804
2026-07-19,INV-263663,Small Dealer 16,Premium Widget,360,150,54000,43200
2026-07-19,INV-220437,MegaMart Corp,Low Stock Item,208,200,41600,27040
2026-07-19,INV-183123,SuperStore Inc,Premium Widget,70,150,10500,8400
2026-07-19,INV-860120,Small Dealer 14,Standard Widget,452,80,36160,22600
2026-07-19,INV-887904,MegaMart Corp,Budget Widget,116,30,3480,2088
2026-07-19,INV-137498,MegaMart Corp,Budget Widget,67,30,2010,1206
2026-07-19,INV-441433,BigBuy Distribution,Gadget Lite,225,90,20250,12375
2026-07-19,INV-623142,SuperStore Inc,Gadget Pro,457,250,114250,79975
2026-07-19,INV-227387,SuperStore Inc,Budget Widget,120,30,3600,2160
2026-07-19,INV-177994,Small Dealer 2,Declining Product,469,100,46900,30485
2026-07-19,INV-133387,MegaMart Corp,Declining Product,385,100,38500,25025
2026-07-19,INV-859806,SuperStore Inc,Budget Widget,426,30,12780,7668
2026-07-19,INV-642701,Small Dealer 10,Premium Widget,290,150,43500,34800
2026-07-19,INV-549329,MegaMart Corp,Gadget Pro,322,250,80500,56350
2026-07-19,INV-341419,Small Dealer 5,Budget Widget,402,30,12060,7236
2026-07-19,INV-804803,Small Dealer 14,Premium Widget,60,150,9000,7200
2026-07-19,INV-742882,BigBuy Distribution,Gadget Pro,345,250,86250,60375
2026-07-19,INV-719478,MegaMart Corp,Gadget Lite,456,90,41040,25080
2026-07-19,INV-381951,Small Dealer 25,Gadget Pro,438,250,109500,76650
2026-07-19,INV-740844,Small Dealer 1,Gadget Lite,314,90,28260,17270
2026-07-19,INV-853768,Small Dealer 4,Standard Widget,437,80,34960,21850
2026-07-20,INV-715756,BigBuy Distribution,Premium Widget,415,150,62250,49800
2026-07-20,INV-774116,BigBuy Distribution,Gadget Lite,415,90,37350,22825
2026-07-20,INV-868587,BigBuy Distribution,Declining Product,166,100,16600,10790
2026-07-20,INV-369373,BigBuy Distribution,Low Stock Item,452,200,90400,58760
2026-07-20,INV-301031,SuperStore Inc,Budget Widget,335,30,10050,6030
2026-07-20,INV-255869,SuperStore Inc,Gadget Lite,32,90,2880,1760
2026-07-20,INV-602481,SuperStore Inc,Gadget Pro,98,250,24500,17150
2026-07-20,INV-512839,BigBuy Distribution,Declining Product,447,100,44700,29055
2026-07-20,INV-165590,Small Dealer 29,Budget Widget,290,30,8700,5220
2026-07-20,INV-903143,Small Dealer 2,Budget Widget,45,30,1350,810
2026-07-20,INV-832785,BigBuy Distribution,Gadget Pro,79,250,19750,13825
2026-07-20,INV-298207,Small Dealer 5,Gadget Lite,148,90,13320,8140
2026-07-20,INV-641751,SuperStore Inc,Declining Product,326,100,32600,21190
2026-07-20,INV-112134,SuperStore Inc,Declining Product,44,100,4400,2860
2026-07-20,INV-241298,BigBuy Distribution,Gadget Pro,466,250,116500,81550
2026-07-20,INV-930871,MegaMart Corp,Low Stock Item,322,200,64400,41860
2026-07-20,INV-828357,SuperStore Inc,Premium Widget,376,150,56400,45120
2026-07-20,INV-898986,Small Dealer 8,Standard Widget,390,80,31200,19500
2026-07-20,INV-689223,SuperStore Inc,Declining Product,38,100,3800,2470
2026-07-20,INV-504063,MegaMart Corp,Gadget Lite,231,90,20790,12705
2026-07-20,INV-186345,BigBuy Distribution,Declining Product,18,100,1800,1170
2026-07-20,INV-441198,MegaMart Corp,Low Stock Item,425,200,85000,55250
2026-07-20,INV-775714,Small Dealer 22,Standard Widget,205,80,16400,10250
2026-07-20,INV-815106,Small Dealer 13,Premium Widget,461,150,69150,55320
2026-07-20,INV-913574,SuperStore Inc,Low Stock Item,226,200,45200,29380
2026-07-20,INV-681620,MegaMart Corp,Gadget Lite,20,90,1800,1100
2026-07-20,INV-128275,BigBuy Distribution,Standard Widget,329,80,26320,16450
2026-07-20,INV-804233,Small Dealer 6,Gadget Pro,345,250,86250,60375
2026-07-20,INV-894201,Small Dealer 16,Declining Product,120,100,12000,7800
2026-07-20,INV-316827,BigBuy Distribution,Declining Product,421,100,42100,27365
2026-07-20,INV-463264,BigBuy Distribution,Low Stock Item,341,200,68200,44330
2026-07-20,INV-773990,SuperStore Inc,Gadget Pro,217,250,54250,37975
2026-07-20,INV-850786,Small Dealer 14,Premium Widget,415,150,62250,49800
2026-07-20,INV-127796,MegaMart Corp,Low Stock Item,340,200,68000,44200
2026-07-20,INV-151031,SuperStore Inc,Gadget Lite,481,90,43290,26455
2026-07-20,INV-145142,Small Dealer 2,Low Stock Item,121,200,24200,15730
2026-07-20,INV-150285,BigBuy Distribution,Standard Widget,194,80,15520,9700
2026-07-21,INV-137383,Small Dealer 25,Low Stock Item,434,200,86800,56420
2026-07-21,INV-938845,SuperStore Inc,Declining Product,169,100,16900,10985
2026-07-21,INV-912474,BigBuy Distribution,Gadget Pro,157,250,39250,27475
2026-07-21,INV-538074,MegaMart Corp,Budget Widget,118,30,3540,2124
2026-07-21,INV-833128,MegaMart Corp,Budget Widget,16,30,480,288
2026-07-21,INV-712753,BigBuy Distribution,Gadget Lite,497,90,44730,27335
2026-07-21,INV-223365,MegaMart Corp,Declining Product,307,100,30700,19955
2026-07-21,INV-425577,Small Dealer 17,Premium Widget,389,150,58350,46680
2026-07-21,INV-617279,BigBuy Distribution,Standard Widget,221,80,17680,11050
2026-07-21,INV-240438,BigBuy Distribution,Premium Widget,131,150,19650,15720
2026-07-21,INV-974013,Small Dealer 3,Declining Product,298,100,29800,19370
2026-07-21,INV-601467,Small Dealer 3,Premium Widget,402,150,60300,48240
2026-07-21,INV-826768,SuperStore Inc,Budget Widget,21,30,630,378
2026-07-21,INV-297420,Small Dealer 26,Premium Widget,152,150,22800,18240
2026-07-21,INV-308746,Small Dealer 11,Gadget Pro,455,250,113750,79625
2026-07-21,INV-567429,Small Dealer 4,Budget Widget,429,30,12870,7722
2026-07-21,INV-285978,BigBuy Distribution,Gadget Lite,77,90,6930,4235
2026-07-21,INV-359826,MegaMart Corp,Gadget Pro,285,250,71250,49875
2026-07-21,INV-307440,Small Dealer 13,Premium Widget,474,150,71100,56880
2026-07-21,INV-619781,Small Dealer 2,Standard Widget,227,80,18160,11350
2026-07-21,INV-514853,SuperStore Inc,Declining Product,461,100,46100,29965
2026-07-21,INV-909523,SuperStore Inc,Gadget Lite,114,90,10260,6270
2026-07-21,INV-371278,Small Dealer 3,Budget Widget,137,30,4110,2466
2026-07-21,INV-727527,Small Dealer 16,Budget Widget,113,30,3390,2034
2026-07-21,INV-209737,Small Dealer 16,Premium Widget,275,150,41250,33000
2026-07-21,INV-899594,SuperStore Inc,Low Stock Item,32,200,6400,4160
2026-07-21,INV-665993,Small Dealer 1,Standard Widget,262,80,20960,13100
2026-07-21,INV-361177,MegaMart Corp,Premium Widget,11,150,1650,1320
2026-07-21,INV-988223,MegaMart Corp,Low Stock Item,87,200,17400,11310
2026-07-21,INV-524688,MegaMart Corp,Gadget Lite,403,90,36270,22165
2026-07-21,INV-704821,BigBuy Distribution,Low Stock Item,22,200,4400,2860
2026-07-21,INV-660745,SuperStore Inc,Gadget Pro,276,250,69000,48300
2026-07-22,INV-119373,Small Dealer 4,Declining Product,298,100,29800,19370
2026-07-22,INV-378775,SuperStore Inc,Budget Widget,169,30,5070,3042
2026-07-22,INV-922164,Small Dealer 2,Budget Widget,124,30,3720,2232
2026-07-22,INV-518045,BigBuy Distribution,Gadget Pro,371,250,92750,64925
2026-07-22,INV-231216,Small Dealer 14,Gadget Pro,82,250,20500,14350
2026-07-22,INV-565473,Small Dealer 15,Gadget Pro,440,250,110000,77000
2026-07-22,INV-381613,MegaMart Corp,Premium Widget,184,150,27600,22080
2026-07-22,INV-139429,Small Dealer 26,Gadget Lite,494,90,44460,27170
2026-07-22,INV-990575,SuperStore Inc,Premium Widget,391,150,58650,46920
2026-07-22,INV-933829,BigBuy Distribution,Budget Widget,445,30,13350,8010
2026-07-22,INV-249018,BigBuy Distribution,Budget Widget,309,30,9270,5562
2026-07-22,INV-432465,Small Dealer 23,Low Stock Item,310,200,62000,40300
2026-07-22,INV-362327,BigBuy Distribution,Gadget Lite,215,90,19350,11825
2026-07-22,INV-327769,Small Dealer 20,Low Stock Item,469,200,93800,60970
2026-07-22,INV-387759,Small Dealer 22,Low Stock Item,240,200,48000,31200
2026-07-22,INV-144721,BigBuy Distribution,Premium Widget,282,150,42300,33840
2026-07-22,INV-562311,BigBuy Distribution,Budget Widget,294,30,8820,5292
2026-07-22,INV-367404,BigBuy Distribution,Budget Widget,165,30,4950,2970
2026-07-22,INV-802153,BigBuy Distribution,Gadget Lite,124,90,11160,6820
2026-07-22,INV-908595,Small Dealer 15,Standard Widget,203,80,16240,10150
2026-07-22,INV-164945,MegaMart Corp,Low Stock Item,442,200,88400,57460
2026-07-22,INV-915701,SuperStore Inc,Budget Widget,124,30,3720,2232
2026-07-22,INV-511404,Small Dealer 20,Budget Widget,236,30,7080,4248
2026-07-22,INV-328397,Small Dealer 4,Low Stock Item,376,200,75200,48880
2026-07-22,INV-116816,Small Dealer 6,Gadget Pro,303,250,75750,53025
2026-07-22,INV-773480,SuperStore Inc,Low Stock Item,94,200,18800,12220
2026-07-22,INV-312507,SuperStore Inc,Standard Widget,443,80,35440,22150
2026-07-22,INV-432760,BigBuy Distribution,Gadget Pro,50,250,12500,8750
2026-07-22,INV-953808,MegaMart Corp,Premium Widget,396,150,59400,47520
2026-07-22,INV-960467,SuperStore Inc,Gadget Pro,12,250,3000,2100
2026-07-22,INV-630238,SuperStore Inc,Gadget Lite,172,90,15480,9460
2026-07-22,INV-267840,Small Dealer 15,Low Stock Item,356,200,71200,46280
2026-07-22,INV-988701,Small Dealer 5,Gadget Pro,199,250,49750,34825
2026-07-22,INV-704645,BigBuy Distribution,Standard Widget,396,80,31680,19800
2026-07-23,INV-769639,SuperStore Inc,Budget Widget,369,30,11070,6642
2026-07-23,INV-856965,Small Dealer 21,Gadget Pro,163,250,40750,28525
2026-07-23,INV-343859,SuperStore Inc,Premium Widget,362,150,54300,43440
2026-07-23,INV-308129,Small Dealer 18,Declining Product,462,100,46200,30030
2026-07-23,INV-648588,Small Dealer 13,Declining Product,21,100,2100,1365
2026-07-23,INV-656854,SuperStore Inc,Budget Widget,320,30,9600,5760
2026-07-23,INV-845682,MegaMart Corp,Standard Widget,319,80,25520,15950
2026-07-23,INV-820719,SuperStore Inc,Standard Widget,103,80,8240,5150
2026-07-23,INV-461290,MegaMart Corp,Gadget Lite,49,90,4410,2695
2026-07-23,INV-117463,Small Dealer 7,Premium Widget,255,150,38250,30600
2026-07-23,INV-747987,BigBuy Distribution,Gadget Lite,63,90,5670,3465
2026-07-23,INV-829833,SuperStore Inc,Gadget Pro,279,250,69750,48825
2026-07-23,INV-476348,SuperStore Inc,Premium Widget,48,150,7200,5760
2026-07-23,INV-940658,BigBuy Distribution,Gadget Lite,336,90,30240,18480
2026-07-23,INV-434211,MegaMart Corp,Budget Widget,424,30,12720,7632
2026-07-23,INV-732184,BigBuy Distribution,Low Stock Item,86,200,17200,11180
2026-07-24,INV-191186,Small Dealer 12,Budget Widget,395,30,11850,7110
2026-07-24,INV-687273,MegaMart Corp,Gadget Lite,264,90,23760,14520
2026-07-24,INV-889329,SuperStore Inc,Gadget Pro,261,250,65250,45675
2026-07-24,INV-467062,Small Dealer 10,Standard Widget,462,80,36960,23100
2026-07-24,INV-985165,SuperStore Inc,Standard Widget,279,80,22320,13950
2026-07-24,INV-966198,MegaMart Corp,Low Stock Item,192,200,38400,24960
2026-07-24,INV-158198,Small Dealer 21,Gadget Pro,420,250,105000,73500
2026-07-24,INV-450275,SuperStore Inc,Declining Product,180,100,18000,11700
2026-07-24,INV-434164,SuperStore Inc,Standard Widget,393,80,31440,19650
2026-07-24,INV-958177,BigBuy Distribution,Gadget Pro,467,250,116750,81725
2026-07-24,INV-511524,MegaMart Corp,Gadget Pro,122,250,30500,21350
2026-07-24,INV-171263,Small Dealer 7,Standard Widget,209,80,16720,10450
2026-07-24,INV-901616,SuperStore Inc,Declining Product,192,100,19200,12480
2026-07-24,INV-745733,Small Dealer 27,Declining Product,86,100,8600,5590
2026-07-24,INV-772414,SuperStore Inc,Gadget Pro,42,250,10500,7350
2026-07-24,INV-377271,BigBuy Distribution,Standard Widget,368,80,29440,18400
2026-07-24,INV-458636,Small Dealer 14,Budget Widget,289,30,8670,5202
2026-07-24,INV-571441,BigBuy Distribution,Standard Widget,366,80,29280,18300
2026-07-24,INV-899510,Small Dealer 24,Declining Product,40,100,4000,2600
2026-07-24,INV-510009,SuperStore Inc,Gadget Lite,477,90,42930,26235
2026-07-24,INV-903093,SuperStore Inc,Gadget Pro,140,250,35000,24500
2026-07-24,INV-860949,SuperStore Inc,Budget Widget,23,30,690,414
2026-07-24,INV-443307,BigBuy Distribution,Low Stock Item,89,200,17800,11570
2026-07-24,INV-990230,BigBuy Distribution,Gadget Lite,113,90,10170,6215
2026-07-24,INV-547350,Small Dealer 20,Gadget Pro,481,250,120250,84175
2026-07-24,INV-756273,Small Dealer 15,Low Stock Item,137,200,27400,17810
2026-07-24,INV-444440,Small Dealer 18,Declining Product,205,100,20500,13325
2026-07-24,INV-593982,MegaMart Corp,Standard Widget,162,80,12960,8100
2026-07-24,INV-302652,Small Dealer 10,Budget Widget,68,30,2040,1224
2026-07-24,INV-233919,BigBuy Distribution,Premium Widget,409,150,61350,49080
2026-07-25,INV-952539,MegaMart Corp,Declining Product,418,100,41800,27170
2026-07-25,INV-697761,SuperStore Inc,Budget Widget,102,30,3060,1836
2026-07-25,INV-287428,BigBuy Distribution,Declining Product,208,100,20800,13520
2026-07-25,INV-965013,SuperStore Inc,Budget Widget,355,30,10650,6390
2026-07-25,INV-712521,MegaMart Corp,Gadget Lite,166,90,14940,9130
2026-07-25,INV-358790,BigBuy Distribution,Gadget Lite,303,90,27270,16665
2026-07-25,INV-445228,SuperStore Inc,Low Stock Item,193,200,38600,25090
2026-07-25,INV-277744,BigBuy Distribution,Budget Widget,331,30,9930,5958
2026-07-25,INV-374730,MegaMart Corp,Gadget Lite,306,90,27540,16830
2026-07-25,INV-372594,SuperStore Inc,Budget Widget,463,30,13890,8334
2026-07-25,INV-843129,SuperStore Inc,Budget Widget,268,30,8040,4824
2026-07-25,INV-842307,Small Dealer 20,Gadget Pro,402,250,100500,70350
2026-07-25,INV-689504,Small Dealer 1,Premium Widget,493,150,73950,59160
2026-07-25,INV-736150,Small Dealer 15,Declining Product,457,100,45700,29705
2026-07-25,INV-999285,SuperStore Inc,Premium Widget,149,150,22350,17880
2026-07-25,INV-857799,BigBuy Distribution,Budget Widget,473,30,14190,8514
2026-07-25,INV-344678,Small Dealer 25,Gadget Pro,275,250,68750,48125
2026-07-25,INV-335625,BigBuy Distribution,Gadget Lite,146,90,13140,8030
2026-07-25,INV-794422,BigBuy Distribution,Low Stock Item,362,200,72400,47060
2026-07-25,INV-433363,BigBuy Distribution,Standard Widget,291,80,23280,14550
2026-07-25,INV-163635,MegaMart Corp,Gadget Lite,153,90,13770,8415
2026-07-25,INV-661635,SuperStore Inc,Gadget Lite,464,90,41760,25520
2026-07-25,INV-640605,Small Dealer 10,Gadget Pro,227,250,56750,39725
2026-07-25,INV-758334,BigBuy Distribution,Gadget Pro,465,250,116250,81375
2026-07-25,INV-149033,BigBuy Distribution,Gadget Pro,328,250,82000,57400
2026-07-25,INV-981542,SuperStore Inc,Declining Product,469,100,46900,30485
2026-07-26,INV-944330,Small Dealer 6,Declining Product,234,100,23400,15210
2026-07-26,INV-676581,MegaMart Corp,Budget Widget,238,30,7140,4284
2026-07-26,INV-663102,SuperStore Inc,Gadget Lite,492,90,44280,27060
2026-07-26,INV-523265,SuperStore Inc,Premium Widget,439,150,65850,52680
2026-07-26,INV-596725,BigBuy Distribution,Declining Product,487,100,48700,31655
2026-07-26,INV-857591,Small Dealer 8,Gadget Pro,280,250,70000,49000
2026-07-26,INV-832638,MegaMart Corp,Budget Widget,20,30,600,360
2026-07-26,INV-824397,MegaMart Corp,Premium Widget,301,150,45150,36120
2026-07-26,INV-853219,Small Dealer 13,Declining Product,406,100,40600,26390
2026-07-26,INV-807086,MegaMart Corp,Budget Widget,392,30,11760,7056
2026-07-26,INV-648112,Small Dealer 20,Gadget Pro,289,250,72250,50575
2026-07-26,INV-602811,Small Dealer 21,Gadget Pro,230,250,57500,40250
2026-07-26,INV-872329,Small Dealer 13,Standard Widget,489,80,39120,24450
2026-07-26,INV-587003,MegaMart Corp,Standard Widget,169,80,13520,8450
2026-07-26,INV-232077,BigBuy Distribution,Gadget Pro,102,250,25500,17850
2026-07-26,INV-678863,SuperStore Inc,Gadget Pro,465,250,116250,81375
2026-07-26,INV-207479,MegaMart Corp,Gadget Pro,243,250,60750,42525
2026-07-26,INV-380672,SuperStore Inc,Premium Widget,336,150,50400,40320
2026-07-27,INV-578259,Small Dealer 12,Declining Product,180,100,18000,11700
2026-07-27,INV-430771,BigBuy Distribution,Standard Widget,108,80,8640,5400
2026-07-27,INV-127150,Small Dealer 20,Low Stock Item,38,200,7600,4940
2026-07-27,INV-173591,Small Dealer 7,Budget Widget,398,30,11940,7164
2026-07-27,INV-457688,SuperStore Inc,Standard Widget,138,80,11040,6900
2026-07-27,INV-892843,SuperStore Inc,Declining Product,428,100,42800,27820
2026-07-27,INV-429975,MegaMart Corp,Budget Widget,458,30,13740,8244
2026-07-27,INV-169430,MegaMart Corp,Gadget Lite,102,90,9180,5610
2026-07-27,INV-566213,BigBuy Distribution,Budget Widget,53,30,1590,954
2026-07-27,INV-962806,BigBuy Distribution,Premium Widget,240,150,36000,28800
2026-07-27,INV-735145,SuperStore Inc,Declining Product,351,100,35100,22815
2026-07-27,INV-931888,MegaMart Corp,Standard Widget,59,80,4720,2950
2026-07-27,INV-427904,Small Dealer 29,Gadget Lite,162,90,14580,8910
2026-07-27,INV-410365,MegaMart Corp,Standard Widget,214,80,17120,10700
2026-07-27,INV-333731,SuperStore Inc,Premium Widget,447,150,67050,53640
2026-07-27,INV-873565,Small Dealer 8,Standard Widget,365,80,29200,18250
2026-07-27,INV-192847,Small Dealer 6,Gadget Lite,385,90,34650,21175
2026-07-27,INV-414478,MegaMart Corp,Budget Widget,495,30,14850,8910
2026-07-27,INV-997395,Small Dealer 15,Budget Widget,403,30,12090,7254
2026-07-27,INV-800999,SuperStore Inc,Low Stock Item,311,200,62200,40430
2026-07-27,INV-893326,BigBuy Distribution,Gadget Lite,446,90,40140,24530
2026-07-27,INV-837025,MegaMart Corp,Standard Widget,58,80,4640,2900
2026-07-27,INV-658743,Small Dealer 1,Budget Widget,229,30,6870,4122
2026-07-27,INV-305706,Small Dealer 5,Budget Widget,292,30,8760,5256
2026-07-27,INV-326915,MegaMart Corp,Budget Widget,420,30,12600,7560
2026-07-27,INV-302348,SuperStore Inc,Declining Product,452,100,45200,29380
2026-07-28,INV-640663,SuperStore Inc,Low Stock Item,271,200,54200,35230
2026-07-28,INV-539727,Small Dealer 8,Declining Product,130,100,13000,8450
2026-07-28,INV-854299,SuperStore Inc,Gadget Pro,169,250,42250,29575
2026-07-28,INV-222757,BigBuy Distribution,Low Stock Item,458,200,91600,59540
2026-07-28,INV-238713,SuperStore Inc,Standard Widget,394,80,31520,19700
2026-07-28,INV-246398,Small Dealer 28,Declining Product,299,100,29900,19435
2026-07-28,INV-922406,SuperStore Inc,Gadget Lite,373,90,33570,20515
2026-07-28,INV-408834,MegaMart Corp,Gadget Lite,307,90,27630,16885
2026-07-28,INV-893087,BigBuy Distribution,Gadget Lite,81,90,7290,4455
2026-07-28,INV-379294,BigBuy Distribution,Gadget Lite,99,90,8910,5445
2026-07-28,INV-930076,MegaMart Corp,Gadget Pro,399,250,99750,69825
2026-07-28,INV-667798,MegaMart Corp,Declining Product,257,100,25700,16705
2026-07-28,INV-873704,Small Dealer 2,Low Stock Item,306,200,61200,39780
2026-07-28,INV-224431,SuperStore Inc,Standard Widget,457,80,36560,22850
2026-07-28,INV-258360,MegaMart Corp,Standard Widget,271,80,21680,13550
2026-07-28,INV-716062,Small Dealer 20,Low Stock Item,108,200,21600,14040
2026-07-28,INV-142926,Small Dealer 20,Gadget Lite,479,90,43110,26345
2026-07-28,INV-918212,MegaMart Corp,Gadget Lite,351,90,31590,19305
2026-07-28,INV-412545,Small Dealer 12,Low Stock Item,188,200,37600,24440
2026-07-28,INV-685955,SuperStore Inc,Premium Widget,232,150,34800,27840
2026-07-28,INV-507107,Small Dealer 2,Gadget Pro,331,250,82750,57925
2026-07-28,INV-862727,MegaMart Corp,Premium Widget,168,150,25200,20160
2026-07-28,INV-442601,Small Dealer 1,Premium Widget,452,150,67800,54240
2026-07-28,INV-540432,Small Dealer 23,Budget Widget,455,30,13650,8190
2026-07-28,INV-906135,MegaMart Corp,Gadget Lite,368,90,33120,20240
2026-07-28,INV-351919,SuperStore Inc,Standard Widget,479,80,38320,23950
2026-07-28,INV-207328,SuperStore Inc,Declining Product,105,100,10500,6825
2026-07-28,INV-460744,Small Dealer 4,Premium Widget,475,150,71250,57000
2026-07-28,INV-875046,SuperStore Inc,Low Stock Item,333,200,66600,43290
2026-07-28,INV-185985,Small Dealer 20,Standard Widget,305,80,24400,15250
2026-07-28,INV-212997,Small Dealer 16,Low Stock Item,386,200,77200,50180
2026-07-28,INV-149484,BigBuy Distribution,Gadget Lite,346,90,31140,19030
2026-07-28,INV-407014,MegaMart Corp,Standard Widget,204,80,16320,10200
2026-07-28,INV-696621,BigBuy Distribution,Declining Product,368,100,36800,23920
2026-07-28,INV-668363,SuperStore Inc,Low Stock Item,164,200,32800,21320
2026-07-29,INV-697710,SuperStore Inc,Premium Widget,471,150,70650,56520
2026-07-29,INV-964549,Small Dealer 29,Premium Widget,225,150,33750,27000
2026-07-29,INV-456859,MegaMart Corp,Gadget Lite,52,90,4680,2860
2026-07-29,INV-877932,Small Dealer 27,Gadget Pro,120,250,30000,21000
2026-07-29,INV-413927,BigBuy Distribution,Declining Product,321,100,32100,20865
2026-07-29,INV-737283,MegaMart Corp,Gadget Pro,146,250,36500,25550
2026-07-29,INV-991554,MegaMart Corp,Premium Widget,11,150,1650,1320
2026-07-29,INV-305990,MegaMart Corp,Premium Widget,200,150,30000,24000
2026-07-29,INV-476241,BigBuy Distribution,Gadget Lite,24,90,2160,1320
2026-07-29,INV-423238,SuperStore Inc,Declining Product,484,100,48400,31460
2026-07-29,INV-688906,Small Dealer 18,Low Stock Item,389,200,77800,50570
2026-07-29,INV-118286,BigBuy Distribution,Gadget Lite,286,90,25740,15730
2026-07-29,INV-145310,Small Dealer 10,Low Stock Item,263,200,52600,34190
2026-07-29,INV-835036,SuperStore Inc,Low Stock Item,462,200,92400,60060
2026-07-29,INV-524172,SuperStore Inc,Premium Widget,359,150,53850,43080
2026-07-29,INV-396552,MegaMart Corp,Standard Widget,377,80,30160,18850
2026-07-29,INV-572349,SuperStore Inc,Gadget Lite,336,90,30240,18480
2026-07-29,INV-204587,Small Dealer 22,Gadget Lite,158,90,14220,8690
2026-07-29,INV-487559,BigBuy Distribution,Low Stock Item,114,200,22800,14820
2026-07-29,INV-345834,MegaMart Corp,Gadget Pro,10,250,2500,1750
2026-07-29,INV-515707,BigBuy Distribution,Premium Widget,365,150,54750,43800
2026-07-29,INV-754804,Small Dealer 13,Declining Product,23,100,2300,1495
2026-07-29,INV-632006,Small Dealer 12,Standard Widget,47,80,3760,2350
2026-07-29,INV-991808,Small Dealer 11,Gadget Pro,268,250,67000,46900
2026-07-29,INV-373847,Small Dealer 17,Gadget Pro,31,250,7750,5425
2026-07-29,INV-251418,Small Dealer 7,Low Stock Item,143,200,28600,18590
2026-07-29,INV-809778,MegaMart Corp,Gadget Lite,273,90,24570,15015
2026-07-29,INV-911244,Small Dealer 19,Standard Widget,177,80,14160,8850
2026-07-29,INV-440218,Small Dealer 18,Gadget Lite,334,90,30060,18370
2026-07-29,INV-958671,MegaMart Corp,Low Stock Item,376,200,75200,48880
2026-07-30,INV-260856,MegaMart Corp,Gadget Lite,52,90,4680,2860
2026-07-30,INV-529406,BigBuy Distribution,Gadget Lite,294,90,26460,16170
2026-07-30,INV-472008,BigBuy Distribution,Budget Widget,275,30,8250,4950
2026-07-30,INV-677992,MegaMart Corp,Declining Product,244,100,24400,15860
2026-07-30,INV-857917,MegaMart Corp,Budget Widget,21,30,630,378
2026-07-30,INV-387100,BigBuy Distribution,Gadget Pro,70,250,17500,12250
2026-07-30,INV-680441,MegaMart Corp,Gadget Pro,46,250,11500,8050
2026-07-30,INV-505053,BigBuy Distribution,Gadget Lite,373,90,33570,20515
2026-07-30,INV-389564,MegaMart Corp,Premium Widget,29,150,4350,3480
2026-07-30,INV-789092,SuperStore Inc,Budget Widget,382,30,11460,6876
2026-07-30,INV-301644,BigBuy Distribution,Standard Widget,359,80,28720,17950
2026-07-30,INV-860359,Small Dealer 17,Premium Widget,14,150,2100,1680
2026-07-30,INV-433789,BigBuy Distribution,Budget Widget,94,30,2820,1692
2026-07-30,INV-503897,MegaMart Corp,Gadget Pro,302,250,75500,52850
2026-07-30,INV-900225,MegaMart Corp,Gadget Pro,376,250,94000,65800
2026-07-30,INV-567087,Small Dealer 24,Low Stock Item,287,200,57400,37310
2026-07-30,INV-793464,MegaMart Corp,Low Stock Item,107,200,21400,13910
2026-07-30,INV-368171,SuperStore Inc,Standard Widget,311,80,24880,15550
2026-07-30,INV-200912,SuperStore Inc,Premium Widget,66,150,9900,7920
2026-07-30,INV-265203,Small Dealer 10,Low Stock Item,129,200,25800,16770
2026-07-30,INV-525955,BigBuy Distribution,Premium Widget,316,150,47400,37920
2026-07-30,INV-809639,Small Dealer 25,Standard Widget,486,80,38880,24300
2026-07-30,INV-506856,MegaMart Corp,Standard Widget,73,80,5840,3650
