Date,Invoice Number,Customer,Product,Quantity,Unit Price,Revenue,Cost
2026-03-23,INV-47642,Customer Delta,Widget A,93,347.44,32311.92,26931.11
2026-03-23,INV-91689,Customer Epsilon,Gadget X,41,137.23,5626.43,4184.86
2026-03-24,INV-75239,Customer Epsilon,Widget B,73,253.23,18485.79,14461.36
2026-03-24,INV-35369,Customer Beta,Gadget X,79,124.03,9798.37,6590.6
2026-03-24,INV-37175,Customer Alpha,Widget A,4,237.79,951.16,760.15
2026-03-24,INV-93558,Customer Delta,Gadget Y,53,32.29,1711.37,1176.42
2026-03-24,INV-18891,Customer Alpha,Widget B,82,108.58,8903.56,5969.01
2026-03-24,INV-24920,Customer Gamma,Widget C,65,279.5,18167.5,14384.27
2026-03-24,INV-13816,Customer Gamma,Widget C,51,364.95,18612.45,14033.76
2026-03-24,INV-72797,Customer Beta,Widget B,43,418.57,17998.51,14949.02
2026-03-24,INV-70374,Customer Alpha,Gadget X,83,76.52,6351.16,4057.42
2026-03-24,INV-17342,Customer Gamma,Gadget Y,60,394.15,23649.0,16636.79
2026-03-24,INV-80239,Customer Gamma,Gadget Y,73,365.23,26661.79,18100.04
2026-03-24,INV-56346,Customer Beta,Widget A,74,345.89,25595.86,20473.71
2026-03-24,INV-59183,Customer Beta,Widget A,36,421.96,15190.56,10402.31
2026-03-24,INV-25315,Customer Beta,Gadget Y,74,306.79,22702.46,14684.97
2026-03-24,INV-75149,Customer Gamma,Widget C,91,25.5,2320.5,1632.4
2026-03-24,INV-78825,Customer Gamma,Widget B,58,416.43,24152.94,16319.11
2026-03-25,INV-22137,Customer Alpha,Widget B,48,394.62,18941.76,15048.24
2026-03-25,INV-30195,Customer Epsilon,Gadget X,4,401.52,1606.08,1327.01
2026-03-25,INV-52904,Customer Gamma,Widget B,62,368.9,22871.8,16717.16
2026-03-25,INV-14791,Customer Alpha,Widget B,67,341.59,22886.53,14491.28
2026-03-25,INV-50760,Customer Delta,Gadget X,92,433.76,39905.92,25099.19
2026-03-25,INV-23513,Customer Epsilon,Widget A,12,173.31,2079.72,1710.15
2026-03-25,INV-37504,Customer Gamma,Gadget Y,3,293.0,879.0,595.99
2026-03-25,INV-67817,Customer Beta,Widget C,25,150.42,3760.5,2756.71
2026-03-25,INV-91650,Customer Gamma,Widget A,20,87.17,1743.4,1095.93
2026-03-25,INV-51744,Customer Epsilon,Gadget Y,14,111.22,1557.08,1070.62
2026-03-25,INV-32449,Customer Beta,Widget C,91,403.96,36760.36,27332.09
2026-03-25,INV-16648,Customer Gamma,Widget A,79,447.2,35328.8,25971.77
2026-03-25,INV-60279,Customer Alpha,Widget B,61,452.61,27609.21,16913.79
2026-03-25,INV-87693,Customer Alpha,Widget A,55,202.04,11112.2,8624.95
2026-03-26,INV-97932,Customer Gamma,Gadget Y,40,172.84,6913.6,4490.64
2026-03-26,INV-22178,Customer Alpha,Gadget Y,97,384.57,37303.29,27677.08
2026-03-26,INV-71000,Customer Alpha,Gadget X,59,162.09,9563.31,7278.68
2026-03-26,INV-43823,Customer Beta,Gadget X,29,80.42,2332.18,1921.54
2026-03-26,INV-52567,Customer Delta,Widget C,24,352.81,8467.44,6488.56
2026-03-26,INV-72737,Customer Delta,Gadget X,4,42.03,168.12,105.62
2026-03-26,INV-26697,Customer Beta,Gadget X,37,386.29,14292.73,10735.41
2026-03-26,INV-52712,Customer Alpha,Gadget Y,52,410.6,21351.2,17063.65
2026-03-26,INV-64190,Customer Alpha,Gadget Y,39,271.05,10570.95,7401.82
2026-03-26,INV-60307,Customer Epsilon,Widget B,32,278.5,8912.0,7517.03
2026-03-26,INV-67062,Customer Gamma,Widget A,27,408.82,11038.14,8253.69
2026-03-26,INV-97766,Customer Gamma,Gadget Y,70,350.13,24509.1,15766.0
2026-03-26,INV-52647,Customer Epsilon,Widget A,63,66.02,4159.26,3115.36
2026-03-26,INV-19123,Customer Alpha,Gadget Y,57,96.33,5490.81,4606.63
2026-03-26,INV-59664,Customer Alpha,Gadget Y,88,408.89,35982.32,28528.07
2026-03-26,INV-28208,Customer Delta,Widget C,83,333.48,27678.84,17233.77
2026-03-26,INV-79632,Customer Alpha,Gadget Y,97,81.9,7944.3,5062.94
2026-03-26,INV-99327,Customer Delta,Widget C,79,293.19,23162.01,15030.21
2026-03-26,INV-66980,Customer Gamma,Widget C,73,399.23,29143.79,22437.5
2026-03-27,INV-26718,Customer Epsilon,Widget A,2,309.63,619.26,450.58
2026-03-27,INV-10110,Customer Alpha,Widget C,48,451.53,21673.44,18248.49
2026-03-27,INV-40833,Customer Gamma,Gadget Y,15,432.01,6480.15,5290.52
2026-03-27,INV-63219,Customer Epsilon,Gadget X,51,316.36,16134.36,12551.62
2026-03-27,INV-28228,Customer Delta,Gadget X,70,113.5,7945.0,5111.44
2026-03-27,INV-64687,Customer Epsilon,Widget B,50,423.23,21161.5,14602.96
2026-03-27,INV-94985,Customer Gamma,Widget B,86,71.52,6150.72,3708.27
2026-03-27,INV-27796,Customer Beta,Widget A,93,443.6,41254.8,31538.54
2026-03-27,INV-89223,Customer Beta,Widget A,83,404.91,33607.53,27391.42
2026-03-27,INV-68988,Customer Epsilon,Gadget X,24,232.65,5583.6,3942.2
2026-03-27,INV-85751,Customer Gamma,Gadget X,29,101.04,2930.16,2200.97
2026-03-27,INV-81587,Customer Beta,Gadget X,92,255.85,23538.2,16540.52
2026-03-27,INV-58310,Customer Gamma,Gadget Y,5,489.33,2446.65,1815.51
2026-03-27,INV-78997,Customer Epsilon,Widget A,62,481.25,29837.5,18499.72
2026-03-27,INV-21592,Customer Delta,Widget C,67,48.33,3238.11,2663.28
2026-03-27,INV-20234,Customer Delta,Widget B,81,373.43,30247.83,25411.29
2026-03-28,INV-69511,Customer Alpha,Gadget Y,44,272.17,11975.48,7217.57
2026-03-28,INV-48616,Customer Delta,Gadget Y,74,369.57,27348.18,19287.41
2026-03-28,INV-49855,Customer Beta,Widget C,5,350.58,1752.9,1313.64
2026-03-28,INV-85085,Customer Gamma,Gadget Y,8,318.36,2546.88,1896.24
2026-03-28,INV-20814,Customer Gamma,Widget A,95,315.92,30012.4,20159.45
2026-03-28,INV-27372,Customer Epsilon,Widget B,10,427.21,4272.1,2860.01
2026-03-28,INV-24621,Customer Gamma,Gadget Y,36,430.35,15492.6,9350.57
2026-03-28,INV-58466,Customer Beta,Gadget Y,76,372.09,28278.84,21627.34
2026-03-28,INV-79125,Customer Gamma,Widget B,90,125.74,11316.6,7301.5
2026-03-28,INV-30204,Customer Gamma,Widget A,11,484.0,5324.0,3987.07
2026-03-28,INV-93568,Customer Delta,Gadget X,99,197.75,19577.25,14979.86
2026-03-28,INV-94182,Customer Beta,Widget B,74,369.84,27368.16,18781.92
2026-03-28,INV-49500,Customer Alpha,Widget C,7,92.12,644.84,451.19
2026-03-28,INV-72205,Customer Epsilon,Gadget X,30,196.1,5883.0,4567.57
2026-03-29,INV-68827,Customer Epsilon,Widget B,56,15.81,885.36,736.45
2026-03-29,INV-79637,Customer Gamma,Gadget X,68,344.61,23433.48,14300.38
2026-03-29,INV-53904,Customer Delta,Widget C,79,459.84,36327.36,29591.86
2026-03-29,INV-70438,Customer Gamma,Widget C,13,135.12,1756.56,1310.47
2026-03-29,INV-33582,Customer Epsilon,Widget B,99,105.51,10445.49,7148.39
2026-03-29,INV-11567,Customer Epsilon,Widget C,2,339.67,679.34,548.85
2026-03-29,INV-38759,Customer Alpha,Gadget X,68,60.91,4141.88,2946.89
2026-03-29,INV-17455,Customer Gamma,Widget C,25,26.68,667.0,503.48
2026-03-29,INV-25725,Customer Beta,Gadget Y,77,322.66,24844.82,19304.89
2026-03-29,INV-94922,Customer Epsilon,Widget A,17,194.22,3301.74,2611.56
2026-03-29,INV-71204,Customer Beta,Gadget Y,15,350.87,5263.05,3491.16
2026-03-29,INV-97500,Customer Delta,Widget A,36,386.99,13931.64,10769.93
2026-03-29,INV-18177,Customer Gamma,Widget C,21,392.56,8243.76,5517.73
2026-03-30,INV-33321,Customer Gamma,Gadget X,8,136.54,1092.32,877.35
2026-03-30,INV-61463,Customer Alpha,Gadget X,63,489.92,30864.96,20067.39
2026-03-30,INV-38624,Customer Delta,Widget B,14,80.5,1127.0,892.78
2026-03-30,INV-19557,Customer Alpha,Gadget Y,57,360.55,20551.35,12861.48
2026-03-30,INV-75234,Customer Epsilon,Widget A,94,132.79,12482.26,8880.76
2026-03-30,INV-53231,Customer Alpha,Widget B,5,335.66,1678.3,1118.77
2026-03-30,INV-74314,Customer Epsilon,Gadget X,1,262.54,262.54,219.22
2026-03-30,INV-19188,Customer Delta,Gadget X,52,423.58,22026.16,17515.96
2026-03-30,INV-73185,Customer Beta,Gadget Y,1,198.37,198.37,153.2
2026-03-30,INV-99369,Customer Epsilon,Widget A,69,468.17,32303.73,22280.84
2026-03-30,INV-21883,Customer Delta,Widget C,8,319.81,2558.48,2148.37
2026-03-30,INV-48005,Customer Epsilon,Widget C,44,49.42,2174.48,1554.56
2026-03-30,INV-35035,Customer Beta,Widget B,71,29.27,2078.17,1446.49
2026-03-30,INV-21123,Customer Delta,Widget C,14,319.0,4466.0,3080.72
2026-03-30,INV-87718,Customer Beta,Gadget X,18,27.49,494.82,300.03
2026-03-30,INV-50334,Customer Delta,Widget B,50,40.87,2043.5,1502.25
2026-03-30,INV-54470,Customer Epsilon,Gadget X,58,483.62,28049.96,16945.11
2026-03-31,INV-97466,Customer Alpha,Widget C,52,67.91,3531.32,2831.33
2026-03-31,INV-85936,Customer Delta,Gadget Y,87,436.4,37966.8,27872.96
2026-03-31,INV-12498,Customer Alpha,Widget B,5,370.38,1851.9,1337.49
2026-03-31,INV-11882,Customer Epsilon,Gadget X,6,128.91,773.46,589.53
2026-03-31,INV-90114,Customer Alpha,Widget B,40,412.16,16486.4,10292.84
2026-03-31,INV-75161,Customer Epsilon,Widget B,9,410.72,3696.48,2316.15
2026-04-01,INV-98918,Customer Beta,Widget A,55,175.3,9641.5,7799.72
2026-04-01,INV-28000,Customer Gamma,Gadget X,16,488.17,7810.72,5811.11
2026-04-01,INV-18286,Customer Beta,Widget C,98,32.34,3169.32,2039.02
2026-04-01,INV-58487,Customer Gamma,Widget A,19,381.2,7242.8,4649.97
2026-04-01,INV-27481,Customer Beta,Gadget Y,57,129.39,7375.23,5498.21
2026-04-01,INV-73827,Customer Epsilon,Widget A,49,391.05,19161.45,11571.74
2026-04-01,INV-95426,Customer Alpha,Widget A,1,97.91,97.91,60.93
2026-04-01,INV-72391,Customer Gamma,Gadget Y,54,349.82,18890.28,15075.58
2026-04-01,INV-64005,Customer Beta,Widget B,19,323.51,6146.69,4491.83
2026-04-01,INV-75521,Customer Beta,Widget B,79,348.92,27564.68,20647.82
2026-04-01,INV-64891,Customer Alpha,Gadget Y,81,414.98,33613.38,22699.11
2026-04-01,INV-22541,Customer Epsilon,Widget A,31,104.03,3224.93,2730.39
2026-04-02,INV-37277,Customer Epsilon,Gadget Y,29,237.47,6886.63,5210.53
2026-04-02,INV-72182,Customer Alpha,Widget C,25,65.21,1630.25,1038.97
2026-04-02,INV-94523,Customer Beta,Gadget X,21,338.37,7105.77,4340.05
2026-04-02,INV-69394,Customer Gamma,Widget C,27,222.99,6020.73,4115.61
2026-04-02,INV-30715,Customer Alpha,Widget A,95,35.7,3391.5,2490.51
2026-04-02,INV-68303,Customer Delta,Widget A,66,66.87,4413.42,3635.64
2026-04-02,INV-52688,Customer Epsilon,Gadget Y,42,215.34,9044.28,7115.78
2026-04-02,INV-64079,Customer Alpha,Widget B,42,121.61,5107.62,3367.35
2026-04-02,INV-17122,Customer Delta,Widget B,29,46.03,1334.87,996.18
2026-04-02,INV-60768,Customer Beta,Gadget X,28,464.66,13010.48,9286.2
2026-04-02,INV-45349,Customer Beta,Widget C,59,362.71,21399.89,16221.23
2026-04-02,INV-46779,Customer Gamma,Widget B,17,25.73,437.41,324.63
2026-04-02,INV-55033,Customer Alpha,Widget B,60,234.7,14082.0,9051.91
2026-04-02,INV-90154,Customer Gamma,Widget B,78,86.83,6772.74,5408.99
2026-04-02,INV-78389,Customer Epsilon,Widget B,71,428.95,30455.45,18931.67
2026-04-02,INV-11901,Customer Beta,Gadget X,76,242.01,18392.76,13163.53
2026-04-03,INV-87564,Customer Beta,Widget B,42,222.78,9356.76,6134.31
2026-04-03,INV-71689,Customer Epsilon,Widget B,1,214.71,214.71,131.2
2026-04-03,INV-22844,Customer Alpha,Gadget Y,55,270.25,14863.75,10699.18
2026-04-03,INV-63296,Customer Delta,Gadget X,31,50.71,1572.01,1239.17
2026-04-03,INV-21892,Customer Beta,Widget B,46,154.94,7127.24,5430.32
2026-04-03,INV-84760,Customer Delta,Widget A,86,159.37,13705.82,10633.33
2026-04-03,INV-63131,Customer Alpha,Gadget Y,59,237.24,13997.16,8883.38
2026-04-03,INV-92222,Customer Gamma,Widget B,81,237.5,19237.5,14588.77
2026-04-03,INV-65823,Customer Delta,Widget A,89,173.12,15407.68,9370.62
2026-04-03,INV-99740,Customer Epsilon,Widget C,70,291.86,20430.2,13316.13
2026-04-03,INV-98428,Customer Epsilon,Widget A,43,370.52,15932.36,9777.74
2026-04-03,INV-15357,Customer Alpha,Widget C,15,197.65,2964.75,2123.76
2026-04-03,INV-83499,Customer Gamma,Widget C,23,327.6,7534.8,5848.65
2026-04-03,INV-72717,Customer Beta,Widget B,43,126.93,5457.99,3429.74
2026-04-03,INV-56230,Customer Beta,Gadget Y,97,375.06,36380.82,23878.89
2026-04-03,INV-58865,Customer Epsilon,Widget C,88,217.24,19117.12,11730.55
2026-04-03,INV-71625,Customer Delta,Widget C,63,255.71,16109.73,13006.83
2026-04-03,INV-98251,Customer Epsilon,Gadget Y,38,231.47,8795.86,6087.06
2026-04-04,INV-47797,Customer Delta,Widget B,12,49.28,591.36,487.57
2026-04-04,INV-75054,Customer Alpha,Widget A,22,145.21,3194.62,2473.5
2026-04-04,INV-64596,Customer Beta,Widget B,67,476.53,31927.51,19337.62
2026-04-04,INV-94500,Customer Beta,Gadget Y,61,179.88,10972.68,7801.19
2026-04-04,INV-40451,Customer Gamma,Widget A,25,40.85,1021.25,835.33
2026-04-04,INV-52769,Customer Gamma,Gadget Y,53,293.57,15559.21,11886.3
2026-04-04,INV-68360,Customer Epsilon,Gadget X,86,351.46,30225.56,24497.12
2026-04-05,INV-44079,Customer Epsilon,Widget C,17,450.16,7652.72,5178.01
2026-04-05,INV-16202,Customer Delta,Widget B,48,485.65,23311.2,18472.67
2026-04-05,INV-31075,Customer Gamma,Widget B,37,233.4,8635.8,5540.65
2026-04-05,INV-97340,Customer Gamma,Gadget Y,24,486.87,11684.88,9462.8
2026-04-05,INV-85304,Customer Beta,Widget B,31,67.29,2085.99,1769.84
2026-04-05,INV-14546,Customer Delta,Widget B,34,191.14,6498.76,4232.57
2026-04-05,INV-31311,Customer Gamma,Widget C,19,192.73,3661.87,2691.35
2026-04-05,INV-75459,Customer Gamma,Gadget Y,16,461.01,7376.16,5171.73
2026-04-05,INV-81584,Customer Delta,Widget B,41,86.47,3545.27,2987.02
2026-04-05,INV-47988,Customer Gamma,Gadget Y,83,355.67,29520.61,21209.9
2026-04-05,INV-54392,Customer Beta,Gadget Y,73,366.99,26790.27,22251.28
2026-04-05,INV-50380,Customer Delta,Widget A,6,78.32,469.92,346.68
2026-04-05,INV-22121,Customer Delta,Widget A,80,422.03,33762.4,24021.72
2026-04-05,INV-39116,Customer Alpha,Widget C,78,324.24,25290.72,18863.28
2026-04-05,INV-98744,Customer Beta,Widget C,3,50.96,152.88,124.19
2026-04-05,INV-89308,Customer Epsilon,Widget A,51,105.28,5369.28,3648.1
2026-04-05,INV-66051,Customer Alpha,Gadget Y,86,186.92,16075.12,10239.63
2026-04-05,INV-50381,Customer Delta,Widget C,48,15.97,766.56,526.04
2026-04-05,INV-64474,Customer Epsilon,Gadget X,12,115.69,1388.28,1141.1
2026-04-06,INV-64289,Customer Beta,Widget C,94,485.48,45635.12,32216.48
2026-04-06,INV-72208,Customer Epsilon,Widget B,77,52.18,4017.86,2619.43
2026-04-06,INV-59253,Customer Gamma,Gadget Y,9,467.24,4205.16,3144.07
2026-04-06,INV-32923,Customer Alpha,Widget A,53,323.01,17119.53,11441.53
2026-04-06,INV-36117,Customer Delta,Gadget Y,91,288.28,26233.48,21740.16
2026-04-06,INV-49582,Customer Delta,Widget B,38,281.39,10692.82,6528.59
2026-04-06,INV-13517,Customer Gamma,Gadget Y,64,284.05,18179.2,13013.82
2026-04-06,INV-93435,Customer Beta,Widget A,34,157.08,5340.72,4059.69
2026-04-06,INV-33510,Customer Alpha,Gadget X,84,336.3,28249.2,18981.27
2026-04-06,INV-18745,Customer Beta,Gadget X,4,68.48,273.92,183.34
2026-04-06,INV-43804,Customer Gamma,Gadget Y,75,245.44,18408.0,13051.59
2026-04-06,INV-44018,Customer Alpha,Gadget X,48,261.14,12534.72,9323.52
2026-04-06,INV-27759,Customer Epsilon,Widget B,8,81.61,652.88,466.98
2026-04-06,INV-56659,Customer Beta,Widget C,7,143.61,1005.27,708.59
2026-04-06,INV-77353,Customer Gamma,Widget A,38,269.51,10241.38,8542.12
2026-04-06,INV-81265,Customer Beta,Widget B,98,56.31,5518.38,4349.35
2026-04-06,INV-57516,Customer Gamma,Widget C,88,401.94,35370.72,23622.86
2026-04-06,INV-27950,Customer Epsilon,Widget A,75,182.3,13672.5,8694.74
2026-04-06,INV-31368,Customer Gamma,Gadget Y,48,391.62,18797.76,13214.8
2026-04-07,INV-83224,Customer Beta,Widget B,65,118.35,7692.75,4978.01
2026-04-07,INV-24937,Customer Epsilon,Gadget Y,69,359.15,24781.35,19219.58
2026-04-07,INV-12277,Customer Delta,Gadget X,10,67.12,671.2,424.74
2026-04-07,INV-67925,Customer Gamma,Gadget X,40,348.61,13944.4,8851.26
2026-04-07,INV-49935,Customer Epsilon,Gadget Y,98,485.35,47564.3,30586.31
2026-04-07,INV-39697,Customer Alpha,Widget A,29,73.07,2119.03,1639.2
2026-04-07,INV-24643,Customer Beta,Widget C,27,73.81,1992.87,1234.88
2026-04-07,INV-35736,Customer Alpha,Widget A,100,247.28,24728.0,17502.77
2026-04-08,INV-43162,Customer Epsilon,Widget A,76,39.04,2967.04,1868.44
2026-04-08,INV-26225,Customer Alpha,Widget A,39,337.12,13147.68,10368.75
2026-04-08,INV-56076,Customer Beta,Gadget Y,76,451.58,34320.08,22177.48
2026-04-08,INV-85989,Customer Alpha,Widget A,19,424.47,8064.93,6737.94
2026-04-08,INV-90341,Customer Gamma,Widget C,21,429.02,9009.42,7164.3
2026-04-08,INV-11832,Customer Epsilon,Widget B,73,43.49,3174.77,2555.36
2026-04-08,INV-80402,Customer Beta,Gadget Y,92,103.86,9555.12,6406.37
2026-04-08,INV-72221,Customer Alpha,Widget A,28,461.03,12908.84,10492.62
2026-04-09,INV-56507,Customer Beta,Gadget Y,57,340.03,19381.71,12149.06
2026-04-09,INV-51193,Customer Delta,Gadget X,28,261.98,7335.44,5148.7
2026-04-09,INV-57349,Customer Delta,Widget A,15,264.67,3970.05,2874.13
2026-04-09,INV-25167,Customer Epsilon,Widget C,93,29.9,2780.7,1896.52
2026-04-09,INV-68190,Customer Gamma,Gadget X,59,304.19,17947.21,12168.24
2026-04-09,INV-34744,Customer Epsilon,Widget B,53,152.39,8076.67,6573.13
2026-04-09,INV-98363,Customer Delta,Widget A,87,190.05,16534.35,9973.46
2026-04-09,INV-21141,Customer Alpha,Gadget X,51,224.65,11457.15,8760.56
2026-04-09,INV-23332,Customer Beta,Widget A,51,206.31,10521.81,7866.52
2026-04-09,INV-87982,Customer Alpha,Widget B,47,487.85,22928.95,15698.49
2026-04-09,INV-46505,Customer Alpha,Gadget X,30,420.67,12620.1,9860.09
2026-04-09,INV-62459,Customer Epsilon,Gadget Y,35,380.59,13320.65,10659.8
2026-04-09,INV-73508,Customer Delta,Widget C,86,305.55,26277.3,18423.3
2026-04-09,INV-42858,Customer Gamma,Gadget Y,19,386.32,7340.08,4602.3
2026-04-09,INV-23055,Customer Delta,Gadget X,30,317.9,9537.0,6043.14
2026-04-09,INV-60152,Customer Alpha,Widget A,64,342.27,21905.28,18466.55
2026-04-10,INV-96649,Customer Gamma,Widget B,80,315.38,25230.4,19933.1
2026-04-10,INV-74258,Customer Delta,Gadget Y,60,108.95,6537.0,5004.23
2026-04-10,INV-81646,Customer Gamma,Gadget Y,70,178.37,12485.9,10174.99
2026-04-10,INV-68997,Customer Alpha,Widget A,56,441.26,24710.56,15562.3
2026-04-10,INV-82963,Customer Delta,Widget C,57,235.23,13408.11,8155.01
2026-04-10,INV-60997,Customer Beta,Widget C,63,221.03,13924.89,9442.68
2026-04-10,INV-99833,Customer Alpha,Gadget X,73,340.76,24875.48,19030.23
2026-04-10,INV-76412,Customer Epsilon,Gadget Y,61,243.2,14835.2,12069.74
2026-04-10,INV-90863,Customer Delta,Widget A,34,252.4,8581.6,7231.87
2026-04-10,INV-26803,Customer Gamma,Widget C,42,40.1,1684.2,1259.13
2026-04-10,INV-91940,Customer Gamma,Widget C,95,296.14,28133.3,22261.84
2026-04-10,INV-63992,Customer Delta,Widget C,13,219.79,2857.27,2422.93
2026-04-10,INV-50907,Customer Alpha,Widget C,85,129.67,11021.95,7259.67
2026-04-10,INV-54249,Customer Alpha,Gadget Y,89,42.1,3746.9,2533.76
2026-04-10,INV-65374,Customer Alpha,Widget B,69,169.8,11716.2,8379.75
2026-04-11,INV-51486,Customer Alpha,Widget C,90,240.15,21613.5,13088.25
2026-04-11,INV-74010,Customer Epsilon,Gadget X,50,167.99,8399.5,5244.91
2026-04-11,INV-97475,Customer Beta,Widget A,44,253.4,11149.6,8951.62
2026-04-11,INV-36444,Customer Beta,Widget C,79,156.77,12384.83,10432.45
2026-04-11,INV-48970,Customer Alpha,Gadget X,69,114.9,7928.1,5282.4
2026-04-11,INV-85784,Customer Delta,Gadget Y,29,316.04,9165.16,7694.02
2026-04-11,INV-79607,Customer Epsilon,Widget A,44,143.95,6333.8,4697.19
2026-04-11,INV-49563,Customer Delta,Gadget X,27,180.19,4865.13,3012.32
2026-04-11,INV-64304,Customer Gamma,Gadget Y,56,335.09,18765.04,12729.04
2026-04-11,INV-81770,Customer Gamma,Gadget X,80,262.53,21002.4,16127.53
2026-04-11,INV-85608,Customer Alpha,Widget B,81,354.63,28725.03,23430.36
2026-04-11,INV-71249,Customer Beta,Gadget X,85,481.44,40922.4,32146.67
2026-04-11,INV-84202,Customer Epsilon,Widget C,79,427.86,33800.94,27943.54
2026-04-11,INV-29722,Customer Epsilon,Widget A,26,188.49,4900.74,3121.46
2026-04-11,INV-18444,Customer Delta,Widget C,53,166.14,8805.42,7110.85
2026-04-11,INV-43612,Customer Delta,Widget B,35,413.62,14476.7,11024.16
2026-04-11,INV-13631,Customer Beta,Gadget Y,52,126.86,6596.72,4205.35
2026-04-11,INV-65314,Customer Gamma,Widget B,60,247.84,14870.4,12607.47
2026-04-12,INV-46408,Customer Beta,Widget B,35,76.85,2689.75,1787.61
2026-04-12,INV-73680,Customer Beta,Gadget Y,83,427.74,35502.42,29855.64
2026-04-12,INV-18333,Customer Alpha,Widget A,11,163.81,1801.91,1215.38
2026-04-12,INV-28423,Customer Gamma,Gadget X,86,332.14,28564.04,17783.3
2026-04-12,INV-78414,Customer Alpha,Widget B,74,369.9,27372.6,22807.78
2026-04-12,INV-88619,Customer Epsilon,Gadget Y,33,253.26,8357.58,5203.11
2026-04-13,INV-40924,Customer Gamma,Widget C,75,371.25,27843.75,22315.66
2026-04-13,INV-45985,Customer Beta,Gadget X,19,62.34,1184.46,774.08
2026-04-13,INV-79922,Customer Delta,Gadget X,33,432.82,14283.06,8769.53
2026-04-13,INV-42289,Customer Alpha,Widget C,41,277.42,11374.22,8174.81
2026-04-13,INV-50392,Customer Beta,Widget C,47,242.86,11414.42,7898.03
2026-04-13,INV-17166,Customer Epsilon,Widget A,5,422.32,2111.6,1616.55
2026-04-13,INV-57560,Customer Gamma,Widget B,71,198.5,14093.5,10707.36
2026-04-13,INV-61508,Customer Epsilon,Widget A,31,430.25,13337.75,9297.98
2026-04-14,INV-31001,Customer Alpha,Widget C,97,125.38,12161.86,7936.79
2026-04-14,INV-45918,Customer Gamma,Gadget X,99,325.77,32251.23,25714.85
2026-04-14,INV-53610,Customer Delta,Widget A,61,371.1,22637.1,18825.56
2026-04-14,INV-56118,Customer Alpha,Gadget X,21,352.26,7397.46,5374.87
2026-04-14,INV-69409,Customer Epsilon,Gadget X,94,408.58,38406.52,30127.86
2026-04-14,INV-94030,Customer Alpha,Widget A,83,324.38,26923.54,20395.63
2026-04-14,INV-85472,Customer Alpha,Widget B,52,108.04,5618.08,3800.0
2026-04-14,INV-95089,Customer Alpha,Widget A,21,132.31,2778.51,2162.77
2026-04-14,INV-69177,Customer Epsilon,Widget B,88,211.05,18572.4,15505.25
2026-04-14,INV-52936,Customer Beta,Gadget X,34,95.0,3230.0,2416.86
2026-04-14,INV-59456,Customer Beta,Widget C,11,213.1,2344.1,1513.05
2026-04-14,INV-94817,Customer Beta,Gadget Y,3,474.57,1423.71,1182.79
2026-04-14,INV-32119,Customer Beta,Gadget Y,12,487.32,5847.84,3798.56
2026-04-15,INV-58224,Customer Epsilon,Gadget X,55,304.19,16730.45,10662.53
2026-04-15,INV-69468,Customer Epsilon,Widget B,16,16.92,270.72,198.02
2026-04-15,INV-44891,Customer Alpha,Gadget X,29,359.65,10429.85,6754.75
2026-04-15,INV-88654,Customer Delta,Widget C,49,73.8,3616.2,2943.89
2026-04-15,INV-63546,Customer Gamma,Widget B,94,341.82,32131.08,22639.0
2026-04-15,INV-69110,Customer Alpha,Widget B,38,488.3,18555.4,12225.62
2026-04-16,INV-71457,Customer Epsilon,Widget C,88,327.15,28789.2,17890.61
2026-04-16,INV-60265,Customer Gamma,Widget B,89,204.8,18227.2,11903.35
2026-04-16,INV-16830,Customer Epsilon,Gadget X,33,45.8,1511.4,1117.3
2026-04-16,INV-97921,Customer Beta,Widget C,61,455.03,27756.83,23570.68
2026-04-16,INV-49650,Customer Alpha,Gadget Y,1,134.29,134.29,101.38
2026-04-16,INV-86085,Customer Gamma,Gadget X,17,484.35,8233.95,6092.22
2026-04-16,INV-71352,Customer Gamma,Widget B,22,256.84,5650.48,4704.49
2026-04-16,INV-44131,Customer Alpha,Widget B,41,358.03,14679.23,10396.31
2026-04-16,INV-46831,Customer Gamma,Widget A,6,489.47,2936.82,2128.61
2026-04-16,INV-44571,Customer Delta,Widget C,37,452.37,16737.69,11144.02
2026-04-16,INV-74392,Customer Gamma,Gadget Y,56,447.41,25054.96,17009.45
2026-04-16,INV-34762,Customer Epsilon,Widget B,85,321.96,27366.6,19430.21
2026-04-17,INV-71228,Customer Beta,Widget A,24,27.57,661.68,440.05
2026-04-17,INV-83512,Customer Alpha,Gadget X,64,29.99,1919.36,1322.69
2026-04-17,INV-29405,Customer Delta,Gadget X,64,65.12,4167.68,3250.54
2026-04-17,INV-32058,Customer Gamma,Widget A,12,109.83,1317.96,884.39
2026-04-17,INV-86486,Customer Gamma,Gadget Y,73,446.54,32597.42,24331.35
2026-04-17,INV-20070,Customer Epsilon,Widget A,99,289.69,28679.31,20193.24
2026-04-17,INV-47261,Customer Delta,Widget B,87,56.21,4890.27,3335.97
2026-04-17,INV-52406,Customer Delta,Widget A,48,299.27,14364.96,12035.03
2026-04-17,INV-72895,Customer Alpha,Widget B,11,235.51,2590.61,2012.71
2026-04-18,INV-96005,Customer Epsilon,Widget C,85,12.84,1091.4,919.44
2026-04-18,INV-84600,Customer Delta,Gadget Y,42,474.24,19918.08,16929.48
2026-04-18,INV-17279,Customer Beta,Widget B,7,402.76,2819.32,1891.03
