Date,Receipt No,Product,Category,Quantity,Unit Price,Amount,Cost
2026-07-11,R235605,Bread,Bakery,19,2.5,47.5,19.0
2026-07-11,R454391,Bread,Bakery,25,2.5,62.5,25.0
2026-07-11,R660885,Milk,Dairy,15,1.8,27.0,18.0
2026-07-11,R324342,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-07-11,R432829,Milk,Dairy,26,1.8,46.8,31.2
2026-07-11,R694723,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-11,R528033,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-11,R935857,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-07-11,R137693,Milk,Dairy,11,1.8,19.8,13.2
2026-07-11,R147213,Milk,Dairy,5,1.8,9.0,6.0
2026-07-11,R155765,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-07-11,R667786,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-07-11,R347567,Spices,Pantry,2,3.5,7.0,2.0
2026-07-11,R767845,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-11,R327730,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-11,R550692,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-11,R341382,Soda,Beverages,9,3.0,27.0,9.0
2026-07-11,R554375,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-07-11,R701021,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-11,R618075,Chips,Snacks,10,4.0,40.0,25.0
2026-07-11,R767441,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-11,R235154,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-07-11,R997078,Bread,Bakery,21,2.5,52.5,21.0
2026-07-11,R489916,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-07-11,R992081,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-11,R407604,Cereal,Breakfast,10,4.5,45.0,20.0
2026-07-11,R879185,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-11,R586691,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-11,R286579,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-07-11,R364702,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-11,R710729,Milk,Dairy,29,1.8,52.2,34.8
2026-07-11,R485719,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-11,R914539,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-11,R557191,Soda,Beverages,15,3.0,45.0,15.0
2026-07-11,R420518,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-07-11,R384332,Soda,Beverages,7,3.0,21.0,7.0
2026-07-11,R600153,Soda,Beverages,17,3.0,51.0,17.0
2026-07-11,R840335,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-07-11,R207685,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-11,R127522,Milk,Dairy,26,1.8,46.8,31.2
2026-07-11,R562402,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-07-11,R860221,Chips,Snacks,2,4.0,8.0,5.0
2026-07-11,R674965,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-07-11,R933495,Soda,Beverages,13,3.0,39.0,13.0
2026-07-11,R430027,Chips,Snacks,2,4.0,8.0,5.0
2026-07-11,R184735,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-11,R302035,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-07-11,R491817,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-07-11,R514686,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-11,R486418,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-07-11,R600356,Milk,Dairy,5,1.8,9.0,6.0
2026-07-11,R239469,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-07-11,R237072,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-11,R977723,Cereal,Breakfast,10,4.5,45.0,20.0
2026-07-11,R127445,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-11,R284794,Spices,Pantry,4,3.5,14.0,4.0
2026-07-11,R548896,Milk,Dairy,12,1.8,21.6,14.4
2026-07-11,R599132,Bread,Bakery,15,2.5,37.5,15.0
2026-07-11,R741262,Spices,Pantry,9,3.5,31.5,9.0
2026-07-11,R151666,Soda,Beverages,20,3.0,60.0,20.0
2026-07-11,R619305,Soda,Beverages,12,3.0,36.0,12.0
2026-07-11,R443281,Soda,Beverages,24,3.0,72.0,24.0
2026-07-11,R969588,Chips,Snacks,6,4.0,24.0,15.0
2026-07-11,R250300,Chips,Snacks,4,4.0,16.0,10.0
2026-07-11,R590319,Bread,Bakery,13,2.5,32.5,13.0
2026-07-11,R740936,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-11,R490822,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-11,R952543,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-11,R506902,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-07-11,R531015,Milk,Dairy,21,1.8,37.8,25.2
2026-07-11,R618023,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-07-11,R614949,Spices,Pantry,4,3.5,14.0,4.0
2026-07-11,R697082,Soda,Beverages,16,3.0,48.0,16.0
2026-07-11,R397150,Spices,Pantry,10,3.5,35.0,10.0
2026-07-11,R498689,Spices,Pantry,10,3.5,35.0,10.0
2026-07-11,R624141,Bread,Bakery,7,2.5,17.5,7.0
2026-07-11,R787298,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-07-11,R257687,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-07-11,R229920,Soda,Beverages,28,3.0,84.0,28.0
2026-07-11,R410284,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-11,R375435,Cereal,Breakfast,9,4.5,40.5,18.0
2026-07-11,R667034,Milk,Dairy,22,1.8,39.6,26.4
2026-07-11,R130890,Bread,Bakery,15,2.5,37.5,15.0
2026-07-11,R308084,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-11,R389535,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-07-11,R201605,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-11,R203177,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-07-11,R622377,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-07-11,R193212,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-11,R516622,Milk,Dairy,22,1.8,39.6,26.4
2026-07-11,R732513,Chips,Snacks,8,4.0,32.0,20.0
2026-07-11,R517435,Bread,Bakery,19,2.5,47.5,19.0
2026-07-11,R798603,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-11,R910275,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-11,R254296,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-07-11,R417437,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-11,R925291,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-11,R666849,Chips,Snacks,3,4.0,12.0,7.5
2026-07-11,R259170,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-07-11,R382336,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-07-11,R537740,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-11,R799860,Bread,Bakery,18,2.5,45.0,18.0
2026-07-11,R919496,Bread,Bakery,19,2.5,47.5,19.0
2026-07-11,R773481,Cereal,Breakfast,6,4.5,27.0,12.0
2026-07-11,R332262,Spices,Pantry,2,3.5,7.0,2.0
2026-07-11,R642439,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-11,R417899,Spices,Pantry,6,3.5,21.0,6.0
2026-07-11,R138988,Spices,Pantry,9,3.5,31.5,9.0
2026-07-11,R424413,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-11,R685810,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-11,R346632,Soda,Beverages,8,3.0,24.0,8.0
2026-07-11,R818942,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-11,R918281,Spices,Pantry,9,3.5,31.5,9.0
2026-07-11,R490653,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-07-11,R422585,Chips,Snacks,10,4.0,40.0,25.0
2026-07-11,R894938,Spices,Pantry,8,3.5,28.0,8.0
2026-07-11,R907203,Milk,Dairy,10,1.8,18.0,12.0
2026-07-11,R457736,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-07-11,R295317,Spices,Pantry,4,3.5,14.0,4.0
2026-07-11,R415672,Milk,Dairy,27,1.8,48.6,32.4
2026-07-11,R772994,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-12,R952712,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-12,R178389,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-07-12,R439546,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-12,R779536,Spices,Pantry,10,3.5,35.0,10.0
2026-07-12,R328955,Chips,Snacks,3,4.0,12.0,7.5
2026-07-12,R629263,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-07-12,R772615,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R338951,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R865078,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-07-12,R791649,Cereal,Breakfast,8,4.5,36.0,16.0
2026-07-12,R589637,Milk,Dairy,6,1.8,10.8,7.2
2026-07-12,R403543,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-12,R743483,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-12,R110893,Spices,Pantry,4,3.5,14.0,4.0
2026-07-12,R934544,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-12,R381956,Milk,Dairy,6,1.8,10.8,7.2
2026-07-12,R437799,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-07-12,R287715,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-07-12,R578618,Spices,Pantry,7,3.5,24.5,7.0
2026-07-12,R602628,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-12,R107204,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-07-12,R639682,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-12,R116083,Milk,Dairy,26,1.8,46.8,31.2
2026-07-12,R458158,Soda,Beverages,16,3.0,48.0,16.0
2026-07-12,R414665,Bread,Bakery,22,2.5,55.0,22.0
2026-07-12,R307615,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R707129,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-12,R614657,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-12,R441089,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-07-12,R959448,Cereal,Breakfast,9,4.5,40.5,18.0
2026-07-12,R941296,Bread,Bakery,20,2.5,50.0,20.0
2026-07-12,R188449,Bread,Bakery,23,2.5,57.5,23.0
2026-07-12,R605566,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-12,R658922,Bread,Bakery,30,2.5,75.0,30.0
2026-07-12,R131567,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-12,R914324,Spices,Pantry,6,3.5,21.0,6.0
2026-07-12,R609090,Frozen Pizza,Frozen,8,5.5,44.0,24.0
2026-07-12,R120920,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-12,R672521,Spices,Pantry,6,3.5,21.0,6.0
2026-07-12,R169404,Chips,Snacks,2,4.0,8.0,5.0
2026-07-12,R727094,Chips,Snacks,5,4.0,20.0,12.5
2026-07-12,R588301,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-07-12,R831918,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-12,R686389,Milk,Dairy,7,1.8,12.6,8.4
2026-07-12,R397598,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R842756,Milk,Dairy,5,1.8,9.0,6.0
2026-07-12,R386212,Soda,Beverages,29,3.0,87.0,29.0
2026-07-12,R110632,Cereal,Breakfast,6,4.5,27.0,12.0
2026-07-12,R405905,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-12,R957539,Spices,Pantry,10,3.5,35.0,10.0
2026-07-12,R780372,Spices,Pantry,2,3.5,7.0,2.0
2026-07-12,R737126,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-12,R247091,Bread,Bakery,28,2.5,70.0,28.0
2026-07-12,R204712,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-07-12,R247686,Spices,Pantry,2,3.5,7.0,2.0
2026-07-12,R966424,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-12,R512632,Milk,Dairy,11,1.8,19.8,13.2
2026-07-12,R590888,Milk,Dairy,18,1.8,32.4,21.6
2026-07-12,R648958,Soda,Beverages,18,3.0,54.0,18.0
2026-07-12,R993780,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-07-12,R889239,Soda,Beverages,5,3.0,15.0,5.0
2026-07-12,R931761,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-07-12,R404795,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R472454,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-07-12,R205122,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-12,R571634,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-12,R779769,Chips,Snacks,5,4.0,20.0,12.5
2026-07-12,R824526,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-12,R226969,Milk,Dairy,23,1.8,41.4,27.6
2026-07-12,R630684,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-07-12,R354035,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-07-12,R557516,Chips,Snacks,4,4.0,16.0,10.0
2026-07-12,R854904,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-12,R572179,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-12,R160681,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-07-12,R872597,Cereal,Breakfast,2,4.5,9.0,4.0
2026-07-12,R831266,Chips,Snacks,8,4.0,32.0,20.0
2026-07-12,R690228,Milk,Dairy,20,1.8,36.0,24.0
2026-07-12,R542206,Soda,Beverages,21,3.0,63.0,21.0
2026-07-12,R423492,Bread,Bakery,26,2.5,65.0,26.0
2026-07-12,R349349,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-07-12,R842066,Soda,Beverages,20,3.0,60.0,20.0
2026-07-12,R649819,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-07-13,R110789,Soda,Beverages,29,3.0,87.0,29.0
2026-07-13,R157299,Spices,Pantry,7,3.5,24.5,7.0
2026-07-13,R421440,Spices,Pantry,9,3.5,31.5,9.0
2026-07-13,R446116,Spices,Pantry,2,3.5,7.0,2.0
2026-07-13,R694921,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-07-13,R162255,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-13,R728971,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-13,R759149,Milk,Dairy,29,1.8,52.2,34.8
2026-07-13,R680624,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-13,R475184,Chips,Snacks,6,4.0,24.0,15.0
2026-07-13,R976983,Soda,Beverages,13,3.0,39.0,13.0
2026-07-13,R527029,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-13,R452275,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-07-13,R115713,Soda,Beverages,7,3.0,21.0,7.0
2026-07-13,R932074,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-07-13,R208169,Milk,Dairy,23,1.8,41.4,27.6
2026-07-13,R926078,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-13,R283702,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-07-13,R745276,Bread,Bakery,22,2.5,55.0,22.0
2026-07-13,R930990,Cereal,Breakfast,9,4.5,40.5,18.0
2026-07-13,R200844,Milk,Dairy,24,1.8,43.2,28.8
2026-07-13,R527489,Spices,Pantry,3,3.5,10.5,3.0
2026-07-13,R221616,Bread,Bakery,23,2.5,57.5,23.0
2026-07-13,R684169,Soda,Beverages,17,3.0,51.0,17.0
2026-07-13,R930783,Spices,Pantry,9,3.5,31.5,9.0
2026-07-13,R710162,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-07-13,R237942,Frozen Pizza,Frozen,5,5.5,27.5,15.0
2026-07-13,R126310,Soda,Beverages,20,3.0,60.0,20.0
2026-07-13,R965691,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-07-13,R279057,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-13,R858699,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-13,R533931,Chips,Snacks,5,4.0,20.0,12.5
2026-07-13,R952870,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-07-13,R231026,Spices,Pantry,7,3.5,24.5,7.0
2026-07-13,R747295,Spices,Pantry,6,3.5,21.0,6.0
2026-07-13,R959406,Milk,Dairy,23,1.8,41.4,27.6
2026-07-13,R828116,Spices,Pantry,8,3.5,28.0,8.0
2026-07-13,R647033,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-07-13,R742871,Milk,Dairy,29,1.8,52.2,34.8
2026-07-13,R928555,Milk,Dairy,25,1.8,45.0,30.0
2026-07-13,R622069,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-07-13,R859702,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-07-13,R490578,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R898833,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-13,R476646,Chips,Snacks,9,4.0,36.0,22.5
2026-07-13,R120568,Bread,Bakery,19,2.5,47.5,19.0
2026-07-13,R838498,Bread,Bakery,20,2.5,50.0,20.0
2026-07-13,R645124,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-07-13,R863003,Milk,Dairy,23,1.8,41.4,27.6
2026-07-13,R730466,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-07-13,R765249,Spices,Pantry,4,3.5,14.0,4.0
2026-07-13,R362340,Chips,Snacks,2,4.0,8.0,5.0
2026-07-13,R880250,Cereal,Breakfast,7,4.5,31.5,14.0
2026-07-13,R550974,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-07-13,R194806,Chips,Snacks,5,4.0,20.0,12.5
2026-07-13,R666743,Soda,Beverages,14,3.0,42.0,14.0
2026-07-13,R851213,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-13,R873517,Spices,Pantry,9,3.5,31.5,9.0
2026-07-13,R905380,Soda,Beverages,6,3.0,18.0,6.0
2026-07-13,R660046,Cereal,Breakfast,10,4.5,45.0,20.0
2026-07-13,R410037,Milk,Dairy,26,1.8,46.8,31.2
2026-07-13,R403609,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-07-13,R785555,Chips,Snacks,3,4.0,12.0,7.5
2026-07-13,R516188,Soda,Beverages,29,3.0,87.0,29.0
2026-07-13,R960111,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R806036,Chips,Snacks,10,4.0,40.0,25.0
2026-07-13,R638214,Cereal,Breakfast,10,4.5,45.0,20.0
2026-07-13,R208579,Bread,Bakery,22,2.5,55.0,22.0
2026-07-13,R882928,Soda,Beverages,18,3.0,54.0,18.0
2026-07-13,R954197,Milk,Dairy,21,1.8,37.8,25.2
2026-07-13,R692488,Bread,Bakery,19,2.5,47.5,19.0
2026-07-13,R562386,Bread,Bakery,6,2.5,15.0,6.0
2026-07-13,R643704,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-07-13,R951489,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-07-13,R574977,Bread,Bakery,7,2.5,17.5,7.0
2026-07-13,R555543,Frozen Pizza,Frozen,3,5.5,16.5,9.0
2026-07-13,R920891,Pasta,Dry Goods,8,1.5,12.0,6.4
2026-07-13,R407737,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-07-13,R745487,Soda,Beverages,17,3.0,51.0,17.0
2026-07-13,R482502,Bread,Bakery,12,2.5,30.0,12.0
2026-07-13,R179413,Spices,Pantry,3,3.5,10.5,3.0
2026-07-13,R393897,Bread,Bakery,7,2.5,17.5,7.0
2026-07-13,R277659,Milk,Dairy,15,1.8,27.0,18.0
2026-07-13,R636176,Bread,Bakery,12,2.5,30.0,12.0
2026-07-13,R697372,Cooking Oil,Pantry,4,6.0,24.0,18.0
2026-07-13,R445876,Soda,Beverages,18,3.0,54.0,18.0
2026-07-13,R521601,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-13,R324256,Soda,Beverages,7,3.0,21.0,7.0
2026-07-13,R895313,Bread,Bakery,13,2.5,32.5,13.0
2026-07-13,R397350,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-13,R770924,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-07-13,R511131,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-07-13,R202424,Spices,Pantry,8,3.5,28.0,8.0
2026-07-13,R437379,Bread,Bakery,25,2.5,62.5,25.0
2026-07-13,R281704,Spices,Pantry,3,3.5,10.5,3.0
2026-07-13,R531285,Chips,Snacks,9,4.0,36.0,22.5
2026-07-13,R242256,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-07-13,R441416,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-13,R869772,Pasta,Dry Goods,10,1.5,15.0,8.0
2026-07-13,R458425,Cereal,Breakfast,7,4.5,31.5,14.0
2026-07-13,R442246,Soda,Beverages,5,3.0,15.0,5.0
2026-07-13,R327411,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-07-13,R519551,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-07-13,R545665,Spices,Pantry,2,3.5,7.0,2.0
2026-07-13,R912156,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R163208,Cereal,Breakfast,6,4.5,27.0,12.0
2026-07-13,R914735,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-07-13,R113707,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R297666,Cooking Oil,Pantry,5,6.0,30.0,22.5
2026-07-13,R178267,Cereal,Breakfast,4,4.5,18.0,8.0
2026-07-13,R528839,Frozen Pizza,Frozen,4,5.5,22.0,12.0
2026-07-13,R520473,Bread,Bakery,25,2.5,62.5,25.0
2026-07-13,R803610,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R246190,Milk,Dairy,18,1.8,32.4,21.6
2026-07-13,R303392,Soda,Beverages,5,3.0,15.0,5.0
2026-07-13,R665140,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R969284,Canned Soup,Canned Goods,1,2.2,2.2,1.8
2026-07-13,R363945,Cooking Oil,Pantry,7,6.0,42.0,31.5
2026-07-13,R857163,Pasta,Dry Goods,9,1.5,13.5,7.2
2026-07-13,R503893,Milk,Dairy,25,1.8,45.0,30.0
2026-07-13,R652626,Bread,Bakery,13,2.5,32.5,13.0
2026-07-13,R591013,Bread,Bakery,16,2.5,40.0,16.0
2026-07-13,R670678,Chips,Snacks,7,4.0,28.0,17.5
2026-07-13,R377731,Cooking Oil,Pantry,6,6.0,36.0,27.0
2026-07-13,R683195,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-13,R426680,Milk,Dairy,9,1.8,16.2,10.8
2026-07-13,R803943,Cereal,Breakfast,3,4.5,13.5,6.0
2026-07-13,R147358,Frozen Pizza,Frozen,9,5.5,49.5,27.0
2026-07-13,R237948,Spices,Pantry,10,3.5,35.0,10.0
2026-07-13,R695214,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-13,R695359,Bread,Bakery,21,2.5,52.5,21.0
2026-07-13,R131514,Soda,Beverages,23,3.0,69.0,23.0
2026-07-13,R890719,Chips,Snacks,3,4.0,12.0,7.5
2026-07-13,R211511,Cooking Oil,Pantry,10,6.0,60.0,45.0
2026-07-13,R482302,Chips,Snacks,7,4.0,28.0,17.5
2026-07-13,R121109,Cooking Oil,Pantry,3,6.0,18.0,13.5
2026-07-13,R973819,Chips,Snacks,2,4.0,8.0,5.0
2026-07-13,R655124,Spices,Pantry,10,3.5,35.0,10.0
2026-07-13,R342566,Bread,Bakery,27,2.5,67.5,27.0
2026-07-13,R770834,Soda,Beverages,30,3.0,90.0,30.0
2026-07-13,R273436,Frozen Pizza,Frozen,6,5.5,33.0,18.0
2026-07-13,R898661,Cooking Oil,Pantry,8,6.0,48.0,36.0
2026-07-13,R815134,Canned Soup,Canned Goods,3,2.2,6.6,5.4
2026-07-13,R739107,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R916070,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R788094,Cereal,Breakfast,8,4.5,36.0,16.0
2026-07-13,R291116,Milk,Dairy,14,1.8,25.2,16.8
2026-07-13,R447968,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-13,R417605,Pasta,Dry Goods,5,1.5,7.5,4.0
2026-07-13,R704370,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-13,R197029,Pasta,Dry Goods,7,1.5,10.5,5.6
2026-07-13,R177323,Soda,Beverages,13,3.0,39.0,13.0
2026-07-13,R285814,Pasta,Dry Goods,6,1.5,9.0,4.8
2026-07-13,R142052,Canned Soup,Canned Goods,2,2.2,4.4,3.6
2026-07-13,R148817,Spices,Pantry,4,3.5,14.0,4.0
2026-07-13,R190510,Chips,Snacks,2,4.0,8.0,5.0
2026-07-13,R277792,Spices,Pantry,7,3.5,24.5,7.0
2026-07-13,R458380,Soda,Beverages,22,3.0,66.0,22.0
2026-07-13,R826233,Bread,Bakery,28,2.5,70.0,28.0
2026-07-13,R415139,Soda,Beverages,30,3.0,90.0,30.0
2026-07-13,R480483,Pasta,Dry Goods,3,1.5,4.5,2.4
2026-07-13,R937036,Soda,Beverages,20,3.0,60.0,20.0
2026-07-13,R843021,Cereal,Breakfast,5,4.5,22.5,10.0
2026-07-13,R650385,Cereal,Breakfast,8,4.5,36.0,16.0
2026-07-13,R714366,Pasta,Dry Goods,2,1.5,3.0,1.6
2026-07-13,R399112,Cooking Oil,Pantry,2,6.0,12.0,9.0
2026-07-13,R666744,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-07-13,R967039,Chips,Snacks,6,4.0,24.0,15.0
2026-07-13,R960312,Pasta,Dry Goods,4,1.5,6.0,3.2
2026-07-13,R540978,Bread,Bakery,19,2.5,47.5,19.0
2026-07-13,R988319,Spices,Pantry,7,3.5,24.5,7.0
2026-07-13,R668692,Chips,Snacks,8,4.0,32.0,20.0
2026-07-13,R295547,Spices,Pantry,4,3.5,14.0,4.0
2026-07-13,R698218,Soda,Beverages,21,3.0,63.0,21.0
2026-07-13,R648064,Cooking Oil,Pantry,9,6.0,54.0,40.5
2026-07-13,R982270,Chips,Snacks,4,4.0,16.0,10.0
2026-07-13,R146172,Cereal,Breakfast,9,4.5,40.5,18.0
2026-07-13,R589042,Chips,Snacks,8,4.0,32.0,20.0
2026-07-13,R649800,Frozen Pizza,Frozen,10,5.5,55.0,30.0
2026-07-13,R481911,Milk,Dairy,11,1.8,19.8,13.2
2026-07-13,R808162,Soda,Beverages,22,3.0,66.0,22.0
2026-07-13,R606021,Frozen Pizza,Frozen,2,5.5,11.0,6.0
2026-07-14,R432290,Frozen Pizza,Frozen,7,5.5,38.5,21.0
2026-07-14,R159491,Spices,Pantry,2,3.5,7.0,2.0
