RETAIL STORE DAILY SALES,,,,,,,,
Store #12345,,,,,,,,
Generated: 2026-07-01,,,,,,,,
,,,,,,,,
Date,Receipt,Product Name,Category,Qty,Price,Total Amount,Cost,Payment
14-06-2026,R237412,Bread,Bakery,11,5.9,64.90,£33.63,CASH
14 Jun 2026,R722401,Frozen Pizza,Frozen,7,9.36,65.52,36.85,
14-06-2026,R716690,Canned Soup,Canned Goods,8,8.69,69.52,46.34,Cash
06/14/2026,R270469,Soda,Beverages,4,3.9%,15.44,11.39,Mobile
06/14/26,R103342,Chips,Snacks,14,"4,45",62.3,32.97 EUR,Cash
2026/06/14,R120766,Soda,Beverages,1,6.75,6.8%,4.29,Card
2026-06-14,R785138,Milk,Dairy,11,8.52,93.72,67.11,Card
14-06-2026,R237842,Canned Soup,Canned Goods,11,1.9,20.9,14.45,Mobile
14/06/26,R310837,Canned Soup,Canned Goods,9,6.22,"55,98",31.25,none
14.06.2026,R877329,Soda,Beverages,7,5.68,39.76,25.7,card
14.06.2026,R126088,Milk,Dairy,4,9.69,38.76,28.07,
2026/06/14,R863255,bread,Bakery,2,4.48,8.96,£5.36,Card
14/06/2026,R479925,Milk,Dairy,6,1.56,9.36,4.87,Cash
06/14/2026,R518582,Chips,Snacks,14,9.41,£131.74,74.75,Card
14/06/26,R733562,Frozen Pizza,Frozen,5,1.96,9.8,7.68,Cash
14/06/2026,R312726,Milk,Dairy,1,3.37,3.37,1.9,card
2026-06-14,R351681,Chips,Snacks,10,3.04,30.4,22.49,CASH
06/14/26,R678033,Cereal,Breakfast,18,2.06,37.08,28.55,Card
06/15/26,R823166,canned soup,Canned Goods,10,4.26,42.6,26.02,nan
15 Jun 2026,R615328,Cereal,Breakfast,15,4.48,67.20,38.56 TRY,Card
2026-06-15,R784888,Cereal,Breakfast,14,5.37,75.18,43.75,
06/15/2026,R779335,Chips,Snacks,11,9.18,100.98,71.75,CASH
NONE,R546989,Canned Soup,Canned Goods,12,9.74,116.9%,62.05,nan
-,R436106,Cereal,Breakfast,3,6.11,18.33,9.31,Mobile
15.06.2026,R696718,Cereal,Breakfast,13,8.3,107.90 USD,73.74,Mobile
2026/06/15,R454370,Chips,Snacks,3,1.03,"3,09",1.91,
06/15/2026,R499701,Frozen Pizza,Frozen,15,8.92,133.8,68.92,Mobile
15/06/2026,R313201,Soda,Beverages,6,3.04,18.24,11.26,card
15/06/2026,R595328,chips,Snacks,7,6.46,45.2%,31.70,
15 Jun 2026,R408398,Soda,Beverages,9,7.95,71.55,47.05,NONE
15/06/2026,R639389,CEREAL,Breakfast,15,2.83,42.45,23.5,CASH
15.06.2026,R659842,Frozen Pizza,Frozen,16,5.23,83.68,63.56,Card
15 Jun 2026,R670168,Bread,Bakery,4,8.68,34.72,20.75,
06/15/2026,R388015,Chips,Snacks,19,8.81,167.39,91.32,Cash
2026-06-15,R228697,Canned Soup,Canned Goods,18,4.94,88.92,48.17,
06/15/26,R652768,Chips,Snacks,15,₺5.94,89.10 TRY,66.79,
15/06/26,R909546,Chips,Snacks,4,2.64,10.56 EUR,6.46,Card
06/15/26,R423890,Canned Soup,Canned Goods,9,9.32,83.88,65.76,CASH
15/06/26,R103566,Canned Soup,Canned Goods,13,4.55,59.15,39.48,Cash
15 Jun 2026,R143888,Frozen Pizza,Frozen,17,3.55,"60,35",41.8,
15/06/26,R350197,Chips,Snacks,16,3.82,61.12,44.77,CASH
"Jun 15, 2026",R297617,Bread,Bakery,18,6.22,112.0%,58.75,
15/06/26,R388393,Frozen Pizza,Frozen,18,5.99,107.8%,62.95,CASH
15/06/26,R513961,Cereal,Breakfast,15,5.5,82.5,60.38,Mobile
2026/06/15,R795024,Frozen Pizza,Frozen,14,3.66,51.24,40.89,card
15/06/2026,R884352,Bread,Bakery,14,3.55,49.7,38.37,Cash
15-06-2026,R575779,Bread,Bakery,10,6.22,£62.20,33.58,card
15-06-2026,R672421,Frozen Pizza,Frozen,4,3.89,15.6%,"9,27",Card
15 Jun 2026,R618717,Cereal,Breakfast,10,8.03,€80.30,N/A,Mobile
"Jun 15, 2026",R157381,Frozen Pizza,Frozen,15,6.94,104.1,52.63,CASH
15/06/2026,R413282,Soda,Beverages,19,1.5,28.5,,card
"Jun 15, 2026",R183163,CANNED SOUP,Canned Goods,6,7.37,44.22,€34.65,
15.06.2026,R979495,Bread,Bakery,7,9.95,69.65,52.39,Cash
06/15/26,R427573,Soda,Beverages,13,9.3,120.9%,94.34 USD,Cash
15/06/26,R550263,Cereal,Breakfast,15,1.96,29.4,15.69,Cash
2026/06/15,R526414,Milk,Dairy,10,1.29,12.9,8.72,
06/15/2026,R388290,Chips,Snacks,11,7.07,77.77,39.36,Mobile
15.06.2026,R284724,Cereal,Breakfast,3,9.64,28.9%,N/A,Card
15/06/26,R183899,Canned Soup,Canned Goods,12,1.01,12.12,-,
15/06/2026,R869674,Chips,Snacks,15,4.63,69.45,37.1,Card
2026/06/15,R953564,Bread,Bakery,17,2.92,49.64 EUR,37.55,Card
06/15/26,R972822,Bread,Bakery,19,"5,45",103.55,77.59,n/a
15 Jun 2026,R873674,Frozen Pizza,Frozen,16,5.42,86.72,"43,74",Mobile
06/15/2026,R935475,Cereal,Breakfast,5,2.37,11.85 USD,6.21 USD,
15-06-2026,R921628,Milk,Dairy,1,1.82,1.82,1.26,
"Jun 15, 2026",R100788,Milk,Dairy,11,"6,68",73.48,39.26,
"Jun 15, 2026",R721275,Canned Soup,Canned Goods,15,3.35,50.25,37.79,Card
2026-06-15,R183277,Soda,Beverages,15,9.8,"147,00",117.07,NULL
15 Jun 2026,R358883,Chips,Snacks,11,4.2,46.2,£29.42,n/a
15/06/2026,R707484,Milk,Dairy,16,6.5,104.0,"55,31",N/A
15 Jun 2026,R328876,Cereal,Breakfast,11,3.56,39.16,25.67,
15.06.2026,R377862,Chips,Snacks,16,8.44,135.04,74.89,Card
2026-06-15,R481033,Bread,Bakery,13,5.71,74.23,52.31,CASH
nan,R318311,Frozen Pizza,Frozen,12,€9.08,108.96,62.52,card
15 Jun 2026,R222087,Bread,Bakery,18,8.51,153.18,81.14,Mobile
15-06-2026,R603549,Cereal,Breakfast,2,4.81,9.62,7.22,CASH
15.06.2026,R609691,Chips,Snacks,20,8.41,168.2,129.62,none
15-06-2026,R658053,Cereal,Breakfast,2,1.86,3.72,2.65,Cash
,R820743,Soda,Beverages,1,4.88 TRY,4.88,3.23,card
15.06.2026,R945794,Canned Soup,Canned Goods,3,4.97,€14.91,8.42 USD,
15-06-2026,R430969,Cereal,Breakfast,17,8.74,"148,58",75.06,CASH
06/15/26,R533058,Frozen Pizza,Frozen,3,2.90,8.7,5.32,Mobile
"Jun 15, 2026",R200767,Canned Soup,Canned Goods,2,7.04,14.1%,₺7.24,Card
15/06/26,R352437,  Milk  ,Dairy,12,€3.45,$41.40,23.68,Mobile
15.06.2026,R896913,Chips,Snacks,19,5.96,113.24,80.95,card
15.06.2026,R398955,Chips,Snacks,8,"6,29",50.3%,25.36,Mobile
06/15/26,R762503,Frozen Pizza,Frozen,7,2.87,"20,09",15.53,card
15/06/2026,R866351,Cereal,Breakfast,11,1.19,13.09,9.54,N/A
15-06-2026,R833820,Milk,Dairy,8,7.45,59.6,36.57,NA
15/06/2026,R498845,Frozen Pizza,Frozen,17,1.02,17.34,10.86,CASH
15-06-2026,R150586,Canned Soup,Canned Goods,6,6.0,36.00,18.94,
15/06/2026,R395073,Frozen Pizza,Frozen,12,7.86,94.32,69.33,NA
15.06.2026,R912921,Frozen Pizza,Frozen,4,4.0%,15.80,10.85,Mobile
15/06/2026,R257837,Canned Soup,Canned Goods,6,3.2,19.2,13.81,
15/06/2026,R696528,Frozen Pizza,Frozen,4,8.33,"33,32",17.5,
-,R681430,Milk,Dairy,15,5.41,81.15,48.73,Cash
NONE,R854401,Cereal,Breakfast,15,8.1,121.5,88.35,Card
16-06-2026,R119920,SODA,Beverages,16,1.84,29.44,22.12,Card
2026/06/16,R642885,MILK,Dairy,1,9.19,9.19,6.1,card
"Jun 16, 2026",R138686,Canned Soup,Canned Goods,16,7.0%,112.80,59.61,card
16 Jun 2026,R990685,Chips,Snacks,15,7.65,"114,75",84.19,Cash
16 Jun 2026,R937005,Bread,Bakery,4,9.77,39.08,23.91,NA
06/16/2026,R537236,Chips,Snacks,20,6.14,122.8,91.22,Card
06/16/26,R340574,Bread,Bakery,2,6.7%,13.32,7.39,CASH
16/06/2026,R207104,Frozen Pizza,Frozen,15,4.70 TRY,70.50,51.93,Cash
16/06/26,R726287,Chips,Snacks,14,8.68,121.52,70.07,Card
16.06.2026,R192989,Cereal,Breakfast,13,9.68,125.84,73.83,Card
16/06/2026,R532549,Soda,Beverages,20,9.18,183.6,94.45 TRY,Cash
2026-06-16,R581577,MILK,Dairy,7,4.14,₺28.98,22.38,
16.06.2026,R986819,Milk,Dairy,8,4.10,32.80,21.93,Cash
06/16/2026,R324398,Canned Soup,Canned Goods,19,5.81,110.39,"56,33",CASH
2026/06/16,R661445,Milk,Dairy,16,5.35,85.6,67.15,Cash
06/16/26,R593483,MILK,Dairy,3,3.56,10.68,$7.55,-
2026/06/16,R378051,Milk,Dairy,7,8.60,$60.20,42.68,Mobile
06/16/26,R471514,Canned Soup,Canned Goods,4,7.62,30.48,18.44,Cash
16 Jun 2026,R343870,Milk,Dairy,12,2.28,27.36,20.85,Mobile
2026/06/16,R559033,Frozen Pizza,Frozen,14,4.42,61.88,43.4%,Mobile
06/16/26,R766933,Chips,Snacks,6,9.49,"56,94",41.57,Mobile
2026-06-16,R867351,Canned Soup,Canned Goods,11,9.46,104.06,62.22,Cash
16-06-2026,R267943,Chips,Snacks,15,2.73,40.95,31.79,
16/06/26,R319823,Milk,Dairy,8,9.13,none,null,Mobile
2026/06/16,R877300,Cereal,Breakfast,16,9.15,146.4,80.64,Card
16 Jun 2026,R509223,Frozen Pizza,Frozen,3,7.02,21.1%,$15.00,card
16 Jun 2026,R365077,Canned Soup,Canned Goods,11,7.87,86.57,62.0,-
16-06-2026,R975147,Bread,Bakery,10,6.31,63.1,nan,Card
16-06-2026,R807964,Bread,Bakery,20,6.47,€129.40,77.31,CASH
16 Jun 2026,R104586,Canned Soup,Canned Goods,5,4.25,nan,12.24,Card
"Jun 16, 2026",R228729,Cereal,Breakfast,18,9.8%,175.5,96.55,--
16.06.2026,R181773,Frozen  Pizza,Frozen,19,1.90,36.1,26.73,CASH
06/16/26,R163617,Bread,Bakery,11,3.28,$36.08,28.44 TRY,Cash
,R347684,Canned Soup,Canned Goods,11,7.53,82.83,59.68,card
06/16/2026,R261020,Frozen Pizza,Frozen,3,9.98,29.94,19.61,NONE
16.06.2026,R437161,Soda,Beverages,10,6.14,"61,40",39.69,Mobile
16-06-2026,R840786,chips,Snacks,7,5.80,40.60,"26,01",
16/06/26,R780409,Soda,Beverages,12,4.9,NONE,34.52,CASH
2026/06/16,R827841,Bread,Bakery,13,9.22,119.86,89.91,
16.06.2026,R508973,Chips,Snacks,2,2.53,5.06,3.99,CASH
16-06-2026,R256812,Chips,Snacks,18,6.33,113.94,85.74,Card
16/06/26,R526797,Milk,Dairy,15,4.57,68.55,34.31,
16/06/2026,R977074,Milk,Dairy,10,7.35,73.5,n/a,NULL
06/16/26,R608759,Bread,Bakery,3,3.86,11.58,8.64,Cash
2026/06/16,R416322,Bread,Bakery,10,6.26,62.6,49.90,Mobile
2026-06-16,R660627,Milk,Dairy,11,€4.12,$45.32,28.84,Cash
06/16/26,R240214,Bread,Bakery,18,6.96,125.28 TRY,63.72,null
16 Jun 2026,R445879,Bread,Bakery,4,5.15,20.6,12.9%,Cash
16/06/26,R441770,Bread,Bakery,12,9.15,109.8,81.04,Cash
2026/06/16,R789411,Chips,Snacks,2,1.73,3.46,2.14,Cash
17 Jun 2026,R254467,Cereal,Breakfast,19,2.08,39.52,23.23,
2026-06-17,R167721,Soda ,Beverages,6,3.2%,19.20,"12,83",Cash
"Jun 17, 2026",R857612,Frozen Pizza,Frozen,9,8.06,72.54 USD,$36.38,CASH
17-06-2026,R333460,Soda,Beverages,11,8.83,97.13,54.7%,card
,R401537,Chips,Snacks,12,4.39,€52.68,38.97,
17/06/26,R135843,Frozen Pizza,Frozen,5,6.58,32.9,22.06,
17/06/26,R951392,Chips,Snacks,5,1.27,6.35,,Card
2026-06-17,R607014,Milk,Dairy,3,9.48,28.44,17.71,Mobile
17.06.2026,R684336,Bread,Bakery,16,2.17,34.72,18.59,
17/06/2026,R253032,Frozen Pizza,Frozen,17,4.92,83.64,59.85,
17/06/2026,R990948,Soda,Beverages,8,2.42,19.36,14.9,
17/06/2026,R896947,Cereal,Breakfast,20,5.5,"110,00",59.14,
17-06-2026,R101716,Bread,Bakery,18,8.16,146.88,74.27,
17 Jun 2026,R221449,Cereal,Breakfast,4,3.85,15.40,8.05,Mobile
"Jun 17, 2026",R684705,Soda,Beverages,6,2.11,12.66,7.56,NA
n/a,R855532,Soda,Beverages,7,9.38 USD,£65.66,£37.93,Cash
,R332239,bread,Bakery,11,4.6,50.6,28.66,card
06/17/2026,R701136,Soda ,Beverages,20,5.02,100.40 TRY,66.14,Cash
17/06/26,R395648,Canned Soup,Canned Goods,12,1.3,15.6,11.13,Cash
17-06-2026,R551873,Chips,Snacks,2,4.9%,9.8,6.97,Card
2026/06/17,R274471,Soda,Beverages,9,8.52,76.68,52.79,Card
2026-06-17,R531998,Cereal,Breakfast,5,1.84,9.20,6.22,--
17/06/26,R735847,Cereal,Breakfast,3,8.6,25.8,18.68,Mobile
"Jun 17, 2026",R916074,Milk,Dairy,5,1.01,5.05,2.72,card
17.06.2026,R701055,Frozen Pizza,Frozen,19,3.36,63.84,37.67,Mobile
2026/06/17,R787001,Cereal,Breakfast,19,"4,52",n/a,53.53 EUR,
2026/06/17,R678673,Chips,Snacks,12,7.88,94.56,59.56,
2026/06/17,R243587,Milk,Dairy,3,9.02,27.06,₺14.29,Cash
"Jun 17, 2026",R459870,Frozen Pizza,Frozen,7,5.9,41.30 USD,"32,28",card
"Jun 17, 2026",R371463,Chips,Snacks,6,3.68,22.08,14.93,Card
06/17/26,R767648,Canned Soup,Canned Goods,2,6.32,12.64,9.24,
2026-06-17,R661682,Frozen Pizza,Frozen,1,9.83,9.83,7.79,card
17/06/2026,R238867,Chips,Snacks,16,1.3,null,14.15,Cash
17/06/26,R352333,Frozen Pizza,Frozen,5,9.7,48.50,26.77,null
"Jun 17, 2026",R588607,chips,Snacks,15,3.99,n/a,40.67,nan
2026-06-17,R463380,Soda,Beverages,20,4.90,98.0,59.75,card
17 Jun 2026,R711132,Frozen Pizza,Frozen,2,2.29,4.58,₺3.22,Card
2026/06/17,R962538,Chips,Snacks,17,2.53,43.01,29.01,none
17/06/26,R755178,Frozen Pizza,Frozen,12,6.93,83.2%,55.87,CASH
17 Jun 2026,R947720,Milk,Dairy,10,9.23,92.3,72.91,card
2026-06-17,R136519,CHIPS,Snacks,20,1.11,"22,20",13.48,Cash
17.06.2026,R506488,Cereal,Breakfast,10,7.24,72.40,49.16,CASH
18/06/2026,R782192,Milk,Dairy,7,2.46,17.22,12.78,CASH
18 Jun 2026,R323793,Milk,Dairy,10,2.59,25.9,17.12,Cash
18 Jun 2026,R927053,Canned Soup,Canned Goods,3,5.83,17.49,"11,89",-
2026-06-18,R171061,Canned Soup,Canned Goods,3,8.04,24.12,15.46,Cash
2026-06-18,R848702,Canned Soup,Canned Goods,16,9.87 EUR,157.92,92.5%,NA
18 Jun 2026,R652277,Frozen Pizza,Frozen,18,8.68,156.24,"109,82",CASH
06/18/26,R496874,Chips,Snacks,12,4.48,53.76,30.81,NA
2026/06/18,R388822,Canned Soup,Canned Goods,17,9.29,157.93,83.04,Cash
06/18/26,R279389,Chips,Snacks,5,1.53 EUR,7.65,6.1,Card
18-06-2026,R656629,Canned Soup,Canned Goods,1,"3,84",3.84,2.51,card
18/06/2026,R819688,Cereal,Breakfast,20,1.71,34.2,24.73,Card
06/18/2026,R590652,Soda,Beverages,20,3.95,79.0,53.95,Mobile
2026-06-18,R601140,Frozen Pizza,Frozen,1,7.69,7.7%,4.21,null
18 Jun 2026,R738495,Bread,Bakery,9,9.36,84.24,47.44,CASH
"Jun 18, 2026",R659679,  Frozen Pizza  ,Frozen,5,9.62,48.1,37.56,CASH
18/06/26,R218922,Milk,Dairy,11,9.43,103.73,56.51,card
2026/06/18,R125751,Chips,Snacks,18,1.15,null,"12,30",Cash
06/18/26,R819983,Soda,Beverages,5,8.67,43.35,₺25.53,card
06/18/2026,R895905,Canned Soup,Canned Goods,18,4.34,78.12,39.62,Cash
06/18/2026,R167662,Canned Soup,Canned Goods,12,₺5.55,66.6,46.13,CASH
18.06.2026,R848908,Cereal,Breakfast,14,1.4,19.6,10.36,card
2026/06/18,R840042,Bread,Bakery,18,9.6,172.8,86.54,
2026/06/18,R995106,Milk,Dairy,19,9.48,180.12,142.84,card
06/18/26,R500624,Cereal,Breakfast,9,8.8%,79.56,49.07,CASH
18 Jun 2026,R287785,Milk,Dairy,14,8.16,114.24,76.85,Mobile
06/18/26,R508453,Chips,Snacks,6,1.89,11.34,7.60 EUR,Mobile
18-06-2026,R713170,Milk,Dairy,4,7.03,28.12,16.0,Card
06/18/2026,R935492,Frozen Pizza,Frozen,3,7.51,22.5%,14.42,Cash
06/18/26,R709357,Soda,Beverages,5,2.8,14.0,9.17,card
18 Jun 2026,R403399,Canned Soup,Canned Goods,18,1.41,25.38,19.55,
18 Jun 2026,R758197,Frozen Pizza,Frozen,2,9.62,-,11.3,
"Jun 18, 2026",R717676,CEREAL,Breakfast,6,€1.22,7.32,5.67,N/A
18-06-2026,R646738,Milk,Dairy,13,8.14,105.82,82.0,CASH
18/06/26,R586552,Cereal,Breakfast,4,9.42,37.68,25.55,
18/06/2026,R382902,Frozen Pizza,Frozen,14,6.82,95.48,65.89,CASH
18-06-2026,R268264,Bread,Bakery,1,7.69,7.69,5.66,N/A
18.06.2026,R540445,Soda,Beverages,16,1.34,21.44,11.16,card
18/06/2026,R161388,canned soup,Canned Goods,5,6.80 TRY,34.0,17.67,
"Jun 18, 2026",R887978,Frozen Pizza,Frozen,20,7.85,157.0,93.51,Cash
18/06/26,R353198,Chips,Snacks,3,5.2%,15.66,12.24,CASH
18 Jun 2026,R808646,Bread,Bakery,6,6.05,36.3%,22.67,Card
18/06/2026,R205593,cereal,Breakfast,6,8.08,48.48,35.24,CASH
18.06.2026,R277427,Soda,Beverages,14,6.7,93.8%,52.67,CASH
18-06-2026,R742221,Frozen Pizza,Frozen,15,5.75,86.25,67.23,Mobile
06/18/26,R967243,Chips,Snacks,19,7.92,150.48,86.79 TRY,Cash
18 Jun 2026,R345001,  Bread  ,Bakery,15,4.52,67.8,36.64,CASH
18 Jun 2026,R467010,Soda,Beverages,19,5.7%,108.87,84.77,Card
18 Jun 2026,R154025,soda,Beverages,12,3.28,39.36,27.36,N/A
18.06.2026,R310891,Frozen Pizza,Frozen,14,7.26,101.64,--,card
18.06.2026,R797742,Soda,Beverages,6,8.08,48.5%,29.07,Card
06/18/26,R212725,Soda,Beverages,1,4.07,4.07,2.9%,card
18-06-2026,R511270,Cereal,Breakfast,1,9.97,9.97,5.16,Mobile
2026-06-18,R676989,Chips,Snacks,3,1.7%,$5.19,3.25,Cash
"Jun 18, 2026",R694047,Bread,Bakery,4,5.97,23.88,12.4,Mobile
18-06-2026,R854716,Chips,Snacks,13,2.36,30.68,16.74,Cash
18 Jun 2026,R790896,Cereal,Breakfast,13,3.96,51.48,40.82,
18-06-2026,R902334,Canned Soup,Canned Goods,10,3.39,33.9,18.2,Cash
18/06/2026,R478132,Frozen Pizza,Frozen,14,7.79,$109.06,54.89 EUR,CASH
18/06/2026,R646460,Cereal,Breakfast,13,3.78,49.14,26.99,n/a
06/18/2026,R690569,Soda,Beverages,3,6.98,20.94,14.49,
2026/06/18,R977026,Soda,Beverages,9,7.72,69.48 USD,40.26,Cash
18/06/2026,R988699,Chips,Snacks,4,8.74,€34.96,17.92,Mobile
2026/06/18,R979097,Frozen Pizza,Frozen,5,1.72,8.6,4.4,Mobile
2026-06-18,R188707,Chips,Snacks,7,7.05,49.4%,35.79,Mobile
06/18/26,R429133,Chips,Snacks,5,9.23,₺46.15,27.82,
06/18/2026,R637192,Cereal,Breakfast,13,4.21,54.73,NA,Cash
18/06/2026,R563364,  Milk  ,Dairy,1,2.19,2.19,1.19,CASH
06/18/2026,R669586,Soda,Beverages,16,1.04,16.64,8.72,Mobile
18.06.2026,R513741,Chips,Snacks,1,2.23,2.23,1.78,card
18.06.2026,R218751,Canned Soup,Canned Goods,7,7.41 EUR,₺51.87,35.25 EUR,Cash
06/18/26,R618387,Cereal,Breakfast,18,4.66,83.88,59.99,card
18/06/2026,R396809,Soda,Beverages,2,2.05,4.1,3.06,Card
18-06-2026,R539248,Milk,Dairy,19,7.21,136.99,90.52,N/A
N/A,R162828,Soda,Beverages,13,1.11,14.43,₺7.37,
18/06/26,R273174,Milk,Dairy,5,6.33,31.65,18.78,Cash
"Jun 18, 2026",R200624,Frozen Pizza,Frozen,1,8.38,8.38,6.04,
"Jun 18, 2026",R906055,Chips,Snacks,4,9.5,38.0,20.87 EUR,none
18-06-2026,R415977,  Chips  ,Snacks,6,5.36,32.16,18.5,Mobile
N/A,R919526,Bread,Bakery,11,2.77,30.47,18.32,Mobile
18 Jun 2026,R692060,milk,Dairy,2,1.64,3.28,2.43,card
19-06-2026,R516134,Frozen Pizza,Frozen,3,9.53,28.59,19.92,Mobile
"Jun 19, 2026",R776211,Soda,Beverages,12,3.89,46.68,31.98,n/a
2026-06-19,R985032,Milk,Dairy,10,£9.36,93.6,72.32,NA
2026/06/19,R775006,CANNED SOUP,Canned Goods,9,6.69,60.21,--,CASH
2026/06/19,R878436,Bread,Bakery,20,3.57,"71,40",47.86,Mobile
19/06/26,R316172,Milk,Dairy,15,1.56,23.4,"15,44",card
2026/06/19,R724195,Milk,Dairy,18,8.91,160.38,126.88,card
19/06/2026,R104150,Bread,Bakery,19,3.19,60.61,34.61,Mobile
06/19/26,R502001,Milk,Dairy,12,5.53,66.36,42.11,Cash
19 Jun 2026,R797925,Frozen Pizza,Frozen,7,9.49,66.43,42.43,Card
2026-06-19,R986381,Cereal,Breakfast,8,5.1,40.8,21.86,card
19 Jun 2026,R981166,CHIPS,Snacks,14,7.19,100.66,£80.30,CASH
"Jun 19, 2026",R122922,Canned Soup,Canned Goods,11,8.31,91.41,58.08,Cash
19-06-2026,R639413,Bread,Bakery,19,2.5,47.5,24.04 USD,Mobile
19 Jun 2026,R825792,Soda,Beverages,5,€9.89,49.45,33.8,card
19/06/26,R735479,Cereal,Breakfast,12,5.23,$62.76,41.24,CASH
2026-06-19,R838074,Canned Soup,Canned Goods,9,8.97,80.73,48.25,Cash
19/06/26,R691450,Chips,Snacks,8,7.67,61.36,41.08,Mobile
"Jun 19, 2026",R821689,Cereal,Breakfast,17,7.52,127.84,86.56,Card
2026/06/19,R650534,Chips,Snacks,16,7.73,123.68,70.63,CASH
19-06-2026,R525925,Cereal,Breakfast,1,8.7%,8.7,6.13,Cash
19.06.2026,R845223,Frozen Pizza ,Frozen,11,7.03 EUR,NA,52.16,Cash
nan,R469710,Frozen Pizza,Frozen,18,3.24,58.32,37.5%,Cash
19 Jun 2026,R516107,Soda,Beverages,20,2.48,₺49.60,₺31.91,-
19/06/26,R924385,CHIPS,Snacks,16,7.78 TRY,124.48,65.61,
06/19/2026,R792226,Frozen Pizza,Frozen,20,5.55,111.0,66.17 EUR,Card
06/19/2026,R205421,Cereal,Breakfast,8,4.09,32.72,25.99,CASH
19 Jun 2026,R963894,bread,Bakery,7,"6,24",43.68,27.33,Cash
19.06.2026,R745474,Chips,Snacks,12,1.42,17.04,11.1,Card
19/06/26,R886104,Cereal,Breakfast,6,£3.90,"23,40",17.99,Cash
06/19/26,R561798,Cereal,Breakfast,16,6.07,97.12,64.91,card
19-06-2026,R632370,Soda,Beverages,17,5.91,100.47,55.64,card
"Jun 19, 2026",R396383,Soda,Beverages,16,8.63,138.08,100.98,--
2026-06-19,R476009,Frozen Pizza,Frozen,14,6.09,85.3%,56.2%,CASH
19-06-2026,R914173,Frozen  Pizza,Frozen,2,9.36 EUR,18.72,12.31,card
19/06/2026,R373311,Soda,Beverages,12,9.88,118.56,62.85,-
2026/06/19,R710561,Bread,Bakery,18,3.42,61.56,38.6%,
06/19/26,R651604,Chips,Snacks,13,1.47,19.11,13.42,Cash
06/19/26,R249124,Soda,Beverages,16,7.9,126.4,97.34,Cash
06/19/2026,R835770,Bread,Bakery,12,8.14,97.68,76.57,CASH
"Jun 19, 2026",R295272,Soda,Beverages,10,9.95,99.5,54.28,Cash
2026-06-19,R787948,Milk,Dairy,4,4.16,16.64,12.30,Card
19/06/2026,R269158,Bread,Bakery,17,3.27,55.59,n/a,Card
19/06/2026,R654329,Cereal,Breakfast,8,9.3,74.4,38.57,n/a
06/19/2026,R575795,Soda,Beverages,11,4.4,48.4,26.27,-
06/19/2026,R730867,Frozen  Pizza,Frozen,17,6.84,116.28,71.32,N/A
--,R457049,Canned Soup,Canned Goods,6,4.73,28.4%,22.02,Cash
19-06-2026,R908228,  Cereal  ,Breakfast,14,5.78,80.92,55.08 EUR,Mobile
20/06/26,R427969,Frozen Pizza,Frozen,4,9.28,37.12,24.95,Cash
20/06/2026,R538896,Bread,Bakery,11,5.9,64.9,NULL,CASH
n/a,R339200,Chips,Snacks,12,3.54,42.48,23.63,NONE
06/20/2026,R658684,cereal,Breakfast,5,3.74,18.7,12.88,card
06/20/26,R962004,Bread,Bakery,8,5.14,41.12,24.92,CASH
06/20/26,R899793,Cereal,Breakfast,8,7.82,62.56,41.55,CASH
20/06/26,R854944,Milk,Dairy,5,8.11,40.55,29.29,NULL
20/06/2026,R226788,Bread,Bakery,12,1.6%,19.32,10.85 EUR,CASH
2026-06-20,R970389,Bread,Bakery,5,7.22,36.1,19.17,card
20-06-2026,R995167,SODA,Beverages,6,2.35,"14,10",€7.26,NA
NULL,R552280,Chips,Snacks,13,3.06,"39,78",28.13,Cash
20 Jun 2026,R269899,Bread,Bakery,4,"7,92",31.68 EUR,$19.72,card
20.06.2026,R144871,Bread,Bakery,18,5.41,97.38,61.7,CASH
2026-06-20,R603336,Milk,Dairy,17,1.18,20.06,14.06,Mobile
20/06/2026,R544348,Soda,Beverages,15,3.86,57.9,41.0%,CASH
"Jun 20, 2026",R494212,Canned Soup,Canned Goods,1,3.7,3.7,2.28,Card
20-06-2026,R592222,Milk,Dairy,7,4.96,34.72,27.59,card
20.06.2026,R460631,Chips,Snacks,6,3.76,22.56,15.7,Card
20/06/2026,R654458,Cereal,Breakfast,20,1.76,35.20 EUR,26.98,
2026/06/20,R778718,Canned Soup,Canned Goods,3,3.94,11.82,7.34,-
20/06/2026,R293071,Cereal,Breakfast,5,5.1,25.5,14.56,CASH
06/20/26,R544695,Frozen Pizza,Frozen,2,6.15,12.3,8.05,Mobile
06/20/2026,R684478,Soda,Beverages,12,3.14,37.68,19.63,
20/06/26,R150149,Milk,Dairy,14,1.84,25.76,15.78,
06/20/26,R930437,Soda,Beverages,9,9.77,87.93,60.33,N/A
06/20/2026,R543777,Frozen Pizza,Frozen,14,8.17,114.38,70.73,Cash
20-06-2026,R484329,Frozen Pizza,Frozen,1,6.84,6.84,3.64,CASH
20-06-2026,R290057,  Cereal  ,Breakfast,2,9.2%,18.36,10.4%,
NONE,R327799,frozen pizza,Frozen,17,9.72,165.24,108.63,Mobile
06/20/26,R414932,Canned Soup,Canned Goods,14,4.14,57.96,£33.92,card
"Jun 20, 2026",R739531,Soda,Beverages,9,7.72,69.48,"55,37",card
20 Jun 2026,R812997,Bread,Bakery,7,8.7,60.9,30.54,Cash
