WHOLESALE SALES REPORT,,,,,,,,,,
Period: Jan-Jun 2026,,,,,,,,,,
,,,,,,,,,,
Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost,,Notes,Amount
"Apr 09, 2026",INV-431575,Small Dealer Co,Standard Widget,155,206.76,32 047.80,21418.51,,,32 047.80
2026/04/09,INV-711790,MegaMart Corp ,Gadget Lite,183,47.18,"8,633.94",5321.4%,,,"8,633.94"
09-04-2026,INV-218867,  Small Dealer Co  ,GADGET PRO,96,217.01,"20,832.96",14008.82,,rush order,"20,832.96"
2026-04-09,INV-615655,Small Dealer Co,Standard Widget,34,231.59,7874.06,4991.36,,,7874.06
09/04/2026,INV-471942,BIGBUY DISTRIBUTION,Gadget Lite,96,296.59,28472.64,23393.77,,,28472.64
09.04.2026,INV-570738,Small Dealer Co,Gadget Lite,14,194.12,NONE,2031.69,,,NONE
09.04.2026,INV-830706,BigBuy Distribution,Gadget Pro,20,96.39,-,1636.27,,,-
2026/04/10,INV-633506,BigBuy Distribution,Budget Widget,141,259.02,36521.82,29072.47,,VIP,36521.82
"Apr 10, 2026",INV-761654,megamart corp,  Premium Widget  ,42,245.74,,6468.86,,VIP,
10-04-2026,INV-842640,MegaMart  Corp,Budget Widget,166,54.15,"8,988.90","6.975,72",,nan,"8,988.90"
10/04/2026,INV-297340,SuperStore Inc,GADGET PRO,130,100.66,13085.8,"10.063,50",,VIP,13085.8
04/10/2026,INV-167793,BigBuy Distribution,Standard Widget,68,65.48,4452.64,3 378.77,,rush order,4452.64
2026/04/10,INV-572684,MegaMart Corp,Premium Widget,136,116.38,"15,827.68 USD",12396.69,,VIP,"15,827.68 USD"
"Apr 10, 2026",INV-574141,Small Dealer Co,Budget Widget,104,159.91,"$16,630.64",13152.39,,,"$16,630.64"
2026-04-10,INV-510299,SUPERSTORE INC,Standard Widget,198,230.15,"₺45,569.70",32 122.05,,,"₺45,569.70"
04/10/2026,INV-611015,SuperStore Inc,Gadget Pro,79,114.45,9041.55,5473.94,,,9041.55
11 Apr 2026,INV-741337,MegaMart Corp,  Budget Widget  ,27,286.83,none,6013.58,,rush order,none
"Apr 11, 2026",INV-925026,SuperStore Inc,Premium Widget,145,98.93,"14,344.85 USD",11206.0%,,,"14,344.85 USD"
2026-04-11,INV-428686,BigBuy Distribution,Budget Widget,157,242.27,38036.39,29462.32,,,38036.39
2026-04-12,INV-596759,Small Dealer Co,Premium Widget,47,194.61,9146.67,5673.93,,,9146.67
04/12/26,INV-734473,SuperStore Inc,Standard Widget,172,20.85,3586.2,2471.04,,,3586.2
"Apr 12, 2026",INV-913482,BigBuy Distribution,Premium Widget,197,36.96,7 281.12,5979.2,,,7 281.12
12/04/2026,INV-154970,Small Dealer Co,Standard Widget,170,126.97,21584.9,"13.798,03",,,21584.9
2026-04-12,INV-857886,Small Dealer Co,Budget Widget,104,59.69,6207.76,5015.6%,,,6207.76
12/04/26,INV-536577,SMALL DEALER CO,Standard Widget,26,279.55,7268.3%,4615.21,,,7268.3%
12-04-2026,INV-260044,SuperStore Inc,Gadget Pro ,150,250.4,"37.560,00",30182.88,,,"37.560,00"
"Apr 12, 2026",INV-107499,BigBuy Distribution,Standard Widget,92,128.51,11822.92,NA,,,11822.92
12-04-2026,INV-890806,MegaMart Corp,Budget Widget,158,266.86,42163.88,30665.25,,,42163.88
12/04/2026,INV-878896,BigBuy Distribution,Gadget Lite,95,74.82,"7,107.90 TRY",5860.34,,,"7,107.90 TRY"
12.04.2026,INV-112960,SuperStore Inc,  Standard Widget  ,155,226.0,35030.0,23633.08,,,35030.0
2026-04-13,INV-749358,BigBuy Distribution,Standard Widget,62,159.89,"₺9,913.18","7,732.14",,VIP,"₺9,913.18"
13.04.2026,INV-907868,MegaMart Corp,Premium Widget,80,280.44,22435.2,"15.163,09",,,22435.2
"Apr 13, 2026",INV-707940,MegaMart Corp,Premium Widget,87,59.71,5194.77,3710.27,,VIP,5194.77
13.04.2026,INV-844385,BigBuy  Distribution,Gadget Lite,79,26.32,2 079.28,"1,540.35 EUR",,,2 079.28
2026-04-13,INV-400434,Small Dealer Co ,Budget  Widget,61,244.54,14916.94,9041.21,,,14916.94
2026/04/13,INV-590192,MegaMart Corp,Budget Widget,163,122.84,20022.92,16122.03,,,20022.92
2026/04/14,INV-630949,SuperStore Inc,Budget Widget,182,230.46,"41,943.72",30351.64,,,"41,943.72"
14/04/26,INV-208858,BigBuy Distribution,Standard Widget,148,197.16,29179.68,22941.02,,N/A,29179.68
14 Apr 2026,INV-329713,MEGAMART CORP,Gadget Lite,75,281.66,21124.5,16184.7%,,-,21124.5
14.04.2026,INV-353580,BigBuy  Distribution,Gadget Lite,114,212.58,n/a,20526.0,,,n/a
NA,INV-414798,BigBuy Distribution,Gadget Pro,63,171.75,"10.820,25","6,753.42",,,"10.820,25"
14/04/2026,INV-543234,Small Dealer Co,Budget Widget,105,78.37,8228.85,"5,818.87 USD",,,8228.85
2026/04/14,INV-353103,Bigbuy Distribution,Gadget Lite,185,157.29,"29,098.65",17657.99,,,"29,098.65"
14 Apr 2026,INV-940231,Small Dealer Co,Gadget Lite,18,110.4,1987.2,"$1,466.86",,rush order,1987.2
null,INV-334275,Bigbuy Distribution,PREMIUM WIDGET,159,52.95,8419.0%,nan,,,8419.0%
"Apr 15, 2026",INV-135165,Small Dealer Co,BUDGET WIDGET,68,219.87,14951.16,11992.4%,,NONE,14951.16
"Apr 15, 2026",INV-791915,Small  Dealer  Co,Budget Widget,152,216.57,"32.918,64",20302.07,,,"32.918,64"
15.04.2026,INV-714017,BigBuy Distribution,Gadget Lite,152,93.64,14233.28,,,,14233.28
15/04/2026,INV-253209,MegaMart Corp,Gadget Lite,87,266.51,23186.37,"14,706.31 EUR",,nan,23186.37
2026-04-15,INV-301961,SUPERSTORE INC,Standard Widget ,27,153.75,4151.2%,3518.05,,,4151.2%
15/04/2026,INV-553762,Small Dealer Co,  Budget Widget  ,125,189.8,23725.0,19377.01,,NULL,23725.0
"Apr 15, 2026",INV-636283,MegaMart Corp,Gadget  Lite,116,38.57,"4,474.12","2,779.37 TRY",,,"4,474.12"
15.04.2026,INV-384427,Small Dealer Co,Gadget Pro,186,185.08,34424.88,25476.0%,,VIP,34424.88
04/15/2026,INV-941214,SUPERSTORE INC,Budget Widget,90,279.51,25155.9%,17132.2,,,25155.9%
"Apr 15, 2026",INV-493214,SuperStore Inc,Budget Widget,185,212.07,39232.95,"30,529.33",,,39232.95
16/04/26,INV-711931,Small Dealer Co,  Gadget Pro  ,193,95.81,"18,491.33",NULL,,,"18,491.33"
16.04.2026,INV-212681,Small Dealer Co,Budget Widget,60,94.4,5 664.00,"4,788.31",,,5 664.00
04/16/26,INV-698335,BigBuy Distribution,Gadget  Lite,42,239.48,10058.16,8362.7%,,,10058.16
16-04-2026,INV-986447,BigBuy Distribution,Budget Widget ,70,62.48,4373.6,3229.59,,,4373.6
16 Apr 2026,INV-991904,SUPERSTORE INC,Gadget Pro,71,148.66,"10,554.86",6 770.00,,,"10,554.86"
16/04/2026,INV-730145,Small Dealer Co,Gadget Lite,15,171.55,2573.25,1718.75,,,2573.25
2026/04/17,INV-499476,Small  Dealer  Co,STANDARD WIDGET,63,81.02,"5,104.26 USD",3513.35,,,"5,104.26 USD"
2026/04/17,INV-150309,small dealer co,Premium Widget,121,222.77,"26,955.17","€22,299.93",,,"26,955.17"
04/17/2026,INV-645792,MegaMart Corp,Standard Widget,191,276.44,52800.04,"£32,899.40",,,52800.04
NULL,INV-731907,SuperStore Inc,Premium Widget,33,193.86,6397.38,4754.23,,,6397.38
17/04/26,INV-952812,MegaMart Corp,Premium Widget,35,95.33,3336.55,"€2,655.18",,,3336.55
04/17/26,INV-891164,MEGAMART CORP,  Premium Widget  ,110,57.79,6356.9,3890.97,,,6356.9
04/17/26,INV-705523,MegaMart Corp,Premium Widget,106,58.05,6153.3,4133.79,,nan,6153.3
--,INV-308355,BigBuy Distribution,Gadget Pro,144,282.32,40654.1%,26088.69,,,40654.1%
"Apr 17, 2026",INV-847519,SuperStore Inc,Premium Widget,121,237.02,28679.42,"22,587.53",,rush order,28679.42
2026/04/18,INV-960979,SUPERSTORE INC,Budget Widget,128,56.52,7234.56,6076.34,,VIP,7234.56
18/04/26,INV-489301,Small Dealer Co,Gadget Lite,20,281.51,"$5,630.20",4600.76,,,"$5,630.20"
04/18/26,INV-630524,Small Dealer Co,Premium Widget,113,113.53,"12,828.89",9663.12,,nan,"12,828.89"
18-04-2026,INV-537873,SuperStore Inc,Premium Widget,106,112.44,"11.918,64",,,,"11.918,64"
18.04.2026,INV-705073,Small Dealer Co,Standard Widget,150,179.09,"26,863.50 USD","₺22,769.68",,,"26,863.50 USD"
2026/04/18,INV-633552,BigBuy Distribution,Gadget Lite,171,206.18,35256.78,25796.59,,,35256.78
18/04/26,INV-480625,Small Dealer Co,Budget Widget,195,297.57,"€58,026.15",35559.68,,VIP,"€58,026.15"
2026-04-18,INV-449999,  Small Dealer Co  ,Gadget Pro,117,178.64,20900.88,14103.3%,,,20900.88
18/04/2026,INV-205549,MegaMart Corp,Budget Widget,88,85.99,7567.12,"6.203,35",,,7567.12
18/04/2026,INV-142393,MegaMart Corp,Premium Widget ,198,22.38,null,none,,,null
04/19/26,INV-398262,BigBuy Distribution,Budget Widget,35,30.9,1081.5,₺806.49,,none,1081.5
19/04/26,INV-421282,MegaMart Corp,Standard Widget,128,189.73,"24.285,44",16149.71,,,"24.285,44"
19/04/2026,INV-396196,Small Dealer Co,Budget Widget,117,245.95,"28.776,15","$18,957.19",,,"28.776,15"
19 Apr 2026,INV-300790,BigBuy Distribution,Budget Widget,158,86.99,13744.42,9901.47,,,13744.42
04/19/26,INV-833851,MEGAMART CORP,Budget Widget,22,28.79,633.38,515.11,,,633.38
04/20/26,INV-491143,SuperStore Inc,PREMIUM WIDGET,74,136.42,"10,095.08 EUR",7285.86,,,"10,095.08 EUR"
2026-04-20,INV-577052,MegaMart Corp,budget widget,36,155.18,5586.48,4503.16,,,5586.48
04/20/26,INV-333727,BigBuy Distribution,Gadget Lite,147,299.1,43967.7,31397.73,,,43967.7
N/A,INV-941368,BigBuy Distribution,Gadget Pro,86,269.62,--,18852.25,,,--
2026/04/20,INV-285846,Small Dealer Co,Budget Widget,14,160.49,2246.86,"1.883,20",,,2246.86
04/21/2026,INV-478986,Megamart Corp,STANDARD WIDGET,185,140.26,25948.1,17701.63,,,25948.1
"Apr 21, 2026",INV-453925,BigBuy Distribution,PREMIUM WIDGET,89,299.41,26647.49,20595.56,,,26647.49
2026/04/21,INV-268128,Small Dealer Co,Premium Widget,140,54.19,"₺7,586.60",NA,,VIP,"₺7,586.60"
21-04-2026,INV-975048,SuperStore Inc,Gadget Lite,132,297.51,39 271.32,30 997.98,,VIP,39 271.32
21/04/2026,INV-723534,Small Dealer Co,GADGET PRO,109,110.22,12014.0%,8316.3%,,,12014.0%
N/A,INV-157580,MegaMart Corp,Gadget Lite,161,58.02,9341.22,6759.18,,rush order,9341.22
none,INV-443674,superstore inc,Budget Widget,188,92.32,17356.16,12060.71,,,17356.16
21.04.2026,INV-426619,MegaMart Corp,Standard Widget,45,280.79,"12,635.55",9485.84,,VIP,"12,635.55"
04/21/2026,INV-172087,MegaMart Corp,  Gadget Lite  ,192,173.7,-,24 824.05,,rush order,-
04/21/2026,INV-277596,MegaMart Corp,Premium Widget,37,269.59,"€9,974.83","€6,090.94",,,"€9,974.83"
04/21/2026,INV-524170,SuperStore Inc ,Gadget Lite,114,21.48,2448.72,"1.789,39",,NULL,2448.72
22-04-2026,INV-238882,Bigbuy Distribution,  Gadget Pro  ,78,89.73,"6,998.94","5.697,38",,VIP,"6,998.94"
22-04-2026,INV-568791,SuperStore Inc,PREMIUM WIDGET,73,228.57,"16,685.61",13061.71,,,"16,685.61"
22.04.2026,INV-558700,SuperStore Inc,Standard Widget,195,201.43,"39,278.85","24.777,53",,,"39,278.85"
2026-04-22,INV-596221,BigBuy Distribution,Premium Widget,10,141.32,1413.2,903.96,,rush order,1413.2
22/04/26,INV-634456,MEGAMART CORP,Gadget Lite,160,147.24,"23,558.40 EUR","15,920.74 USD",,,"23,558.40 EUR"
22-04-2026,INV-894544,MegaMart Corp,Standard  Widget,78,221.95,17312.1,12 646.61,,rush order,17312.1
22.04.2026,INV-714667,SuperStore Inc,Gadget Lite,170,159.17,NULL,19809.33,,,NULL
22-04-2026,INV-551750,Small Dealer Co,Standard Widget,181,255.73,46287.13,34733.54,,NULL,46287.13
22-04-2026,INV-873874,Megamart Corp,Gadget Lite,186,41.36,7 692.96,5702.71,,,7 692.96
22.04.2026,INV-929527,SuperStore Inc,Standard Widget,104,47.12,4900.48,3254.48,,VIP,4900.48
NONE,INV-474236,SuperStore Inc ,Gadget Lite,21,153.28,"3,218.88 USD",2154.3,,rush order,"3,218.88 USD"
"Apr 22, 2026",INV-336585,SuperStore Inc,Gadget Pro,16,226.89,"€3,630.24",3068.19,,rush order,"€3,630.24"
04/23/2026,INV-492729,MegaMart Corp,Standard Widget,40,223.21,8928.4,6973.22,,,8928.4
04/23/2026,INV-969034,SUPERSTORE INC,PREMIUM WIDGET,185,256.01,47 361.85,"£33,394.33",,,47 361.85
"Apr 23, 2026",INV-195446,SuperStore Inc,gadget lite,124,138.97,17232.28,12971.38,,,17232.28
23/04/26,INV-343060,MegaMart Corp,Gadget Lite,187,55.5,10378.5,6366.67,,,10378.5
23-04-2026,INV-832719,SuperStore Inc,  Standard Widget  ,22,162.36,"3,571.92",--,,,"3,571.92"
2026-04-23,INV-187696,SuperStore Inc,Premium Widget ,169,143.86,,17153.1,,,
2026/04/23,INV-497457,SUPERSTORE INC,Budget Widget,200,246.23,49246.0,36760.2%,,,49246.0
2026-04-23,INV-429372,BigBuy Distribution,Premium Widget,84,93.03,7814.52,"4,854.85 TRY",,none,7814.52
23/04/2026,INV-347256,Small Dealer Co,gadget pro,20,162.0,3240.0,2322.5%,,,3240.0
23 Apr 2026,INV-731350,SuperStore Inc,gadget pro,78,163.27,,10795.09,,,
23.04.2026,INV-975454,Small Dealer Co,Gadget Lite,168,119.42,20062.56,17046.86,,VIP,20062.56
23-04-2026,INV-653985,MegaMart  Corp,Gadget Lite ,152,276.27,41993.04,32948.85,,,41993.04
24/04/2026,INV-424623,BigBuy Distribution,Gadget Pro,72,63.36,"£4,561.92","$2,811.89",,NONE,"£4,561.92"
04/24/2026,INV-408106,MegaMart  Corp,Budget Widget,128,264.56,-,27277.51,,,-
24/04/26,INV-643945,MegaMart Corp,standard widget,181,43.69,7907.89,NULL,,,7907.89
24-04-2026,INV-902209,BigBuy Distribution,Standard Widget,94,223.14,20975.16,"13,289.09",,,20975.16
25/04/2026,INV-761518,BigBuy Distribution,STANDARD WIDGET,160,108.22,17315.2,"13,457.71 TRY",,,17315.2
2026/04/25,INV-508253,Small Dealer Co,Standard Widget,65,57.72,3751.8,2855.15,,,3751.8
04/25/26,INV-649317,Small Dealer Co,Premium Widget,138,260.35,N/A,28553.24,,VIP,N/A
04/25/26,INV-930558,SuperStore Inc,premium widget,186,125.64,23369.04,16780.57,,,23369.04
2026-04-25,INV-715049,SuperStore Inc,Budget Widget,24,41.35,992.4,745.22,,,992.4
25/04/26,INV-527030,Small Dealer Co,Standard Widget,59,67.77,3998.43,"3,121.73 EUR",,rush order,3998.43
25-04-2026,INV-158077,Bigbuy Distribution,Premium Widget,171,25.95,4437.45,3541.12,,,4437.45
25 Apr 2026,INV-633804,SuperStore Inc ,Gadget Lite,102,129.37,"13,195.74 USD","10.835,48",,,"13,195.74 USD"
26/04/26,INV-105199,Small Dealer Co,Standard Widget,156,50.46,7871.76,"5.955,73",,VIP,7871.76
2026/04/26,INV-573467,Small Dealer Co,Gadget Lite,59,115.93,6839.87,4509.91,,VIP,6839.87
04/26/26,INV-947322,MegaMart Corp,Premium Widget,139,123.11,"$17,112.29",12682.18,,,"$17,112.29"
04/26/26,INV-360257,BigBuy Distribution,Gadget Pro,151,199.69,30153.19,23817.21,,,30153.19
04/26/2026,INV-913976,BigBuy Distribution,Standard Widget,154,48.82,7518.28,4550.95,,,7518.28
26-04-2026,INV-424536,Small Dealer Co,Gadget Pro,154,176.76,27221.04,22 712.75,,,27221.04
2026/04/26,INV-527265,SuperStore Inc,Gadget Lite,143,189.88,27152.84,18503.15,,rush order,27152.84
2026/04/26,INV-526691,SuperStore Inc ,Premium Widget,187,178.55,33388.8%,23657.24,,,33388.8%
26.04.2026,INV-518036,SuperStore Inc ,Premium Widget,13,177.3,"2.304,90",1848.96,,rush order,"2.304,90"
26 Apr 2026,INV-165646,SuperStore Inc,Gadget Lite,71,184.53,13101.63,nan,,,13101.63
26/04/2026,INV-999507,MegaMart Corp,Premium Widget,109,161.09,17558.81,"10,864.76",,rush order,17558.81
"Apr 27, 2026",INV-562054,Small Dealer Co,Premium Widget,114,236.62,26974.68,22003.91,,rush order,26974.68
2026-04-27,INV-268791,BigBuy Distribution,Gadget Pro,110,65.45,7199.5,"€5,605.38",,,7199.5
27/04/2026,INV-586806,MegaMart Corp,GADGET LITE,77,26.37,"2,030.49 USD","£1,693.72",,VIP,"2,030.49 USD"
27/04/26,INV-411142,Superstore Inc,Premium Widget ,52,209.85,10912.2%,"6,761.73 TRY",,,10912.2%
27.04.2026,INV-972415,BigBuy Distribution,Budget Widget,161,33.77,5 436.97,4568.74,,,5 436.97
27.04.2026,INV-644656,Small Dealer Co,Premium Widget,130,169.57,"€22,044.10","$18,338.95",,VIP,"€22,044.10"
04/27/2026,INV-669913,SuperStore Inc,Gadget Pro,156,172.92,26975.52,21 139.02,,VIP,26975.52
27/04/26,INV-917769,Small Dealer Co,Budget Widget,17,114.77,1 951.09,"1,449.87",,,1 951.09
"Apr 28, 2026",INV-209996,BigBuy Distribution,PREMIUM WIDGET,10,125.31,1253.1,$796.86,,,1253.1
28.04.2026,INV-346645,Small Dealer Co,Budget Widget,155,62.1,"£9,625.50",5950.63,,n/a,"£9,625.50"
28.04.2026,INV-779865,BigBuy Distribution,Gadget Pro,149,263.06,39195.94,32856.85,,rush order,39195.94
04/28/2026,INV-346709,BigBuy Distribution,Standard Widget,165,114.56,18902.4,"14,816.76 TRY",,,18902.4
"Apr 28, 2026",INV-503150,Small Dealer Co,Gadget Lite,124,129.34,"16,038.16 EUR","10,408.72",,,"16,038.16 EUR"
29-04-2026,INV-486589,Small Dealer Co,  Standard Widget  ,139,159.22,22131.58,17957.07,,,22131.58
2026/04/29,INV-993891,BigBuy Distribution,Premium Widget,17,205.8,3498.6,"2,858.17 TRY",,,3498.6
29-04-2026,INV-304019,BigBuy Distribution,Budget Widget,74,71.12,"5,262.88","3.846,62",,rush order,"5,262.88"
04/29/2026,INV-523259,MegaMart Corp,Gadget Lite,97,133.37,12936.9%,8605.39,,,12936.9%
29 Apr 2026,INV-991417,SuperStore Inc,Gadget Lite,187,82.24,"15,378.88",11264.03,,--,"15,378.88"
04/29/26,INV-607771,BigBuy Distribution,gadget lite,14,190.77,"2.670,78","2,107.24",,VIP,"2.670,78"
04/29/2026,INV-483894,MegaMart Corp,Standard Widget,60,166.03,9961.8%,"7,732.07",,,9961.8%
29/04/2026,INV-136901,SuperStore Inc,Gadget Lite,117,153.24,17929.1%,"14,548.89",,rush order,17929.1%
29-04-2026,INV-985734,SuperStore Inc,Budget Widget,126,127.22,16029.72,11738.61,,rush order,16029.72
29.04.2026,INV-413157,BigBuy Distribution,Gadget Lite,112,65.58,7344.96,4658.27,,,7344.96
04/29/2026,INV-419335,SuperStore Inc,Standard Widget,136,217.71,29608.6%,21541.77,,rush order,29608.6%
30/04/2026,INV-938139,MegaMart Corp ,Premium Widget,187,139.87,"26,155.69","17.866,26",,,"26,155.69"
04/30/26,INV-851553,BigBuy Distribution,Budget Widget,27,78.34,2115.18,"$1,440.43",,,2115.18
30/04/26,INV-874633,SuperStore Inc,Gadget Pro,137,289.67,39684.79,30660.08,,,39684.79
04/30/26,INV-197102,BigBuy Distribution,Standard Widget,83,78.56,"6,520.48",5475.07,,,"6,520.48"
"Apr 30, 2026",INV-586813,small dealer co,Premium Widget,199,22.27,"4,431.73 EUR","₺2,758.59",,,"4,431.73 EUR"
30/04/26,INV-352800,BIGBUY DISTRIBUTION,Budget Widget,102,177.37,18091.74,"12,056.47",,,18091.74
04/30/2026,INV-262730,Small Dealer Co,Premium Widget,23,173.82,"3,997.86 TRY","2,580.27 TRY",,,"3,997.86 TRY"
2026/04/30,INV-836593,Superstore Inc,Gadget Lite,199,135.34,26932.66,17312.26,,,26932.66
04/30/26,INV-448781,SuperStore Inc,Standard Widget,91,175.66,15985.06,10822.13,,,15985.06
2026-04-30,INV-447193,BigBuy Distribution,Budget Widget,157,247.01,"38,780.57 TRY",30781.41,,,"38,780.57 TRY"
2026-04-30,INV-674598,Small  Dealer  Co,Standard Widget,144,274.99,"39.598,56",30874.65,,,"39.598,56"
2026/04/30,INV-799764,SuperStore Inc,Standard Widget,19,267.34,5079.46,3384.59,,,5079.46
05/01/26,INV-436314,SuperStore Inc ,Budget Widget,70,198.48,none,9705.88,,VIP,none
01/05/2026,INV-417499,Small Dealer Co,Premium Widget,27,117.13,3162.51,2586.79,,,3162.51
01/05/2026,INV-252236,  Small Dealer Co  ,Standard Widget,80,203.05,16244.0,12730.92,,VIP,16244.0
01 May 2026,INV-522257,MegaMart Corp,Gadget Pro,172,62.26,10708.72,6831.59,,VIP,10708.72
NA,INV-301792,SUPERSTORE INC,Premium Widget,56,31.72,1776.32,1340.01,,,1776.32
01/05/26,INV-816221,Small  Dealer  Co,Gadget Pro,96,78.35,7521.6,4538.17,,VIP,7521.6
01/05/2026,INV-949833,SuperStore Inc,  Gadget Pro  ,96,260.76,"$25,032.96",18627.21,,,"$25,032.96"
01/05/26,INV-442505,SuperStore  Inc,Premium Widget,193,206.75,39902.75,29889.18,,,39902.75
05/01/2026,INV-602593,BigBuy Distribution,Gadget Lite,109,105.94,11547.46,9596.0,,VIP,11547.46
01/05/2026,INV-459022,Small  Dealer  Co,Standard Widget,81,36.89,2 988.09,2240.37,,none,2 988.09
"May 01, 2026",INV-486469,BigBuy Distribution,Budget  Widget,50,251.77,12588.5,9707.15,,,12588.5
,INV-906519,MegaMart Corp,Budget Widget,104,143.99,"€14,974.96","11,519.74",,VIP,"€14,974.96"
2026/05/02,INV-569511,MegaMart Corp,Premium Widget,19,78.02,"1,482.38 EUR",,,VIP,"1,482.38 EUR"
2026-05-02,INV-952489,SuperStore Inc,Premium Widget,161,28.53,"4.593,33",3582.56,,,"4.593,33"
02 May 2026,INV-725119,Bigbuy Distribution,Budget  Widget,145,287.09,41628.05,30097.42,,,41628.05
02 May 2026,INV-558027,Small Dealer Co,Budget Widget,17,77.28,1313.76,972.6,,rush order,1313.76
02/05/2026,INV-153034,MegaMart Corp,Standard Widget,100,183.84,18384.0,"13,441.53",,,18384.0
2026/05/02,INV-361400,Small  Dealer  Co,Gadget Pro,180,150.86,27154.8,22497.27,,rush order,27154.8
"May 02, 2026",INV-818437,BigBuy Distribution,Premium Widget,54,31.84,"1,719.36 EUR",1294.06,,,"1,719.36 EUR"
02-05-2026,INV-872766,Small Dealer Co,Premium Widget,107,188.84,"20,205.88 EUR",15911.66,,,"20,205.88 EUR"
"May 03, 2026",INV-959636,BigBuy Distribution,Gadget Lite,159,179.17,"28,488.03",17 904.29,,,"28,488.03"
05/03/26,INV-699326,SuperStore  Inc,Gadget Lite,37,44.93,1662.41,1020.27,,VIP,1662.41
03.05.2026,INV-418886,Small Dealer Co,Gadget Lite ,47,271.29,12750.63,7916.55,,N/A,12750.63
2026-05-03,INV-951307,SuperStore Inc,Gadget Lite,51,232.19,11841.69,8441.03,,,11841.69
03/05/26,INV-623957,BigBuy Distribution,Premium Widget ,148,33.11,"4.900,28","3,521.23",,VIP,"4.900,28"
05/03/26,INV-471868,BigBuy Distribution,Gadget  Lite,52,187.97,9774.44,6899.47,,,9774.44
2026/05/03,INV-212206,MegaMart Corp,Standard Widget,76,273.32,"20.772,32","12,922.65",,,"20.772,32"
--,INV-636556,Small Dealer Co,Gadget Pro,56,102.0,5712.0,3491.7,,,5712.0
NA,INV-927687,SuperStore Inc,Budget Widget,26,144.31,3752.1%,2394.7,,,3752.1%
03/05/2026,INV-714987,BigBuy Distribution,Standard Widget,146,132.04,"19,277.84",N/A,,rush order,"19,277.84"
03-05-2026,INV-145918,BigBuy Distribution,Standard Widget,179,231.54,41445.66,31081.03,,,41445.66
04-05-2026,INV-830872,MEGAMART CORP,Budget Widget,112,113.09,12666.08,10228.05,,,12666.08
04/05/26,INV-761113,BigBuy Distribution,Budget Widget,17,240.56,4089.52,2879.42,,none,4089.52
04/05/26,INV-542693,MegaMart Corp,Premium Widget,112,149.28,"16,719.36",12335.35,,,"16,719.36"
2026-05-04,INV-216020,SuperStore Inc,Gadget Lite,188,293.07,55097.16,"38,510.54",,rush order,55097.16
2026-05-04,INV-338099,SuperStore Inc,Premium Widget,194,187.75,N/A,23 498.45,,,N/A
04.05.2026,INV-656115,Small Dealer Co,Gadget Lite,63,137.95,,5754.54,,rush order,
2026/05/04,INV-613832,BigBuy Distribution,Gadget Lite,55,33.15,1 823.25,1 513.53,,rush order,1 823.25
05/05/2026,INV-907848,MegaMart Corp,Budget Widget,156,146.17,22802.52,"19.114,16",,,22802.52
"May 05, 2026",INV-548981,BigBuy Distribution,Gadget Pro,189,100.97,19083.33,11 967.15,,,19083.33
05/05/26,INV-770478,Small Dealer Co,Gadget Pro,89,132.35,"£11,779.15",9316.74,,rush order,"£11,779.15"
2026-05-05,INV-940867,Megamart Corp,Gadget Pro,11,232.94,2562.34,"2,164.81 TRY",,,2562.34
2026/05/05,INV-830264,SMALL DEALER CO,Budget Widget,44,298.38,"$13,128.72",9218.16,,,"$13,128.72"
05.05.2026,INV-479615,Small Dealer Co,Gadget Lite,146,33.47,"4,886.62",3608.9,,NULL,"4,886.62"
"May 05, 2026",INV-399332,MegaMart Corp,Budget Widget,18,209.23,3766.14,"€2,663.83",,,3766.14
05-05-2026,INV-973048,Small Dealer Co,Gadget Lite,184,283.22,52112.48,"40.822,83",,,52112.48
05-05-2026,INV-134812,Small Dealer Co,Gadget Lite,185,67.52,12491.2,"7,721.98",,rush order,12491.2
05 May 2026,INV-561941,  SuperStore Inc  ,Gadget Pro,93,221.37,"20.587,41",14941.53,,VIP,"20.587,41"
05/06/26,INV-328005,BigBuy Distribution,gadget lite,141,273.4,38549.4%,31 249.69,,VIP,38549.4%
06/05/26,INV-639484,MegaMart Corp,Gadget Pro,13,199.7,"2,596.10","1,980.12 TRY",,,"2,596.10"
06 May 2026,INV-844984,MegaMart Corp,Standard Widget,88,298.1,"26,232.80 TRY",17 802.25,,NA,"26,232.80 TRY"
null,INV-694103,SuperStore Inc,Budget Widget,78,57.02,"4.447,56","2,895.07",,,"4.447,56"
06 May 2026,INV-583717,SuperStore Inc,Standard Widget,142,262.74,"$37,309.08","31,005.28",,VIP,"$37,309.08"
06-05-2026,INV-490774,Small Dealer Co,Gadget Pro,39,32.69,1274.91,774.44,,VIP,1274.91
06/05/26,INV-772676,MegaMart Corp,gadget pro,83,37.28,3094.24,--,,,3094.24
none,INV-445426,SuperStore Inc,Standard Widget,90,106.61,9594.9,"7.835,09",,,9594.9
06/05/2026,INV-843397,Small Dealer Co,Gadget Lite,122,253.55,30933.1,nan,,,30933.1
06-05-2026,INV-550779,SuperStore Inc,Premium Widget,82,20.44,1676.08,NA,,,1676.08
05/07/26,INV-224060,SuperStore Inc,Gadget Lite,85,175.11,14 884.35,10336.89,,n/a,14 884.35
2026/05/07,INV-576632,Small Dealer Co,Gadget Pro,167,40.34,NA,4093.66,,VIP,NA
