RESTAURANT SALES REPORT,,,,,,,,,
La Bella Cucina,,,,,,,,,
Q1-Q2 2026,,,,,,,,,
,,,,,,,,,
Date,Order ID,Item Name,Category,Qty,Price,Amount,Cost,Waiter,Table
30-05-2026,ORD-37157,Chicken Wings,Appetizers,1,10,10,4.00,John,T2
"May 30, 2026",ORD-85155,Beef Burger,Burgers,2,14,28,12,Sarah,t3
05/30/2026,ORD-73945,Tiramisu,Desserts,3,8,24,9,john,T2
05/30/26,ORD-77521,tiramisu,Desserts,1,8,8,3,NA,
"May 30, 2026",ORD-56249,Bruschetta,Appetizers,3,7,21.00 EUR,7.5%,John,T1
"May 30, 2026",ORD-47028,caesar salad,Salads,1,12,12,4,sarah,T2
30/05/2026,ORD-40528,Soda,Drinks,3,3,9,n/a,,
"May 30, 2026",ORD-54376,French Fries,Sides,3,5,"15,00",4.5,MARY,T2
30/05/2026,ORD-69384,Beef Burger,Burgers,1,14,14.00,6,MARY,t3
"May 30, 2026",ORD-87984,Beef Burger ,Burgers,2,14,null,12,,
30-05-2026,ORD-98099,Bruschetta,Appetizers,1,7,7,2.5,sarah,--
05/30/26,ORD-79269,Bruschetta,Appetizers,3,7,21,7.5,,T1
05/30/26,ORD-77961,Caesar Salad,Salads,1,12,12,4,John,T2
2026/05/30,ORD-81492,Pepperoni Pizza,Pizza,3,18,54,18.00,sarah,
30-05-2026,ORD-38215,Tiramisu,Desserts,1,8,8,3.00,John,T1
30/05/26,ORD-67368,Bruschetta,Appetizers,3,7,"21,00",7.5,Sarah,T5
2026/05/30,ORD-71136,BEEF BURGER,Burgers,3,14,42,"18,00",none,
n/a,ORD-58894,Tiramisu,Desserts,2,8,€16.00,NONE,John,T2
30.05.2026,ORD-75024,Margherita Pizza,Pizza,3,15,45,15,,NA
"May 30, 2026",ORD-80029,Coffee,Drinks,3,4,₺12.00,3,Sarah,t3
2026/05/30,ORD-84177,Beef Burger,Burgers,2,14,28.00,12,MARY,
"May 30, 2026",ORD-39731,Bruschetta,Appetizers,1,7,7.00,2.5,Sarah,NULL
2026-05-30,ORD-86737,Tiramisu,Desserts,1,8,8,,John,T2
30/05/2026,ORD-21345,Caesar Salad,Salads,3,12,36,12,sarah,
05/30/2026,ORD-37251,Tiramisu,Desserts,1,8,8,nan,MARY,T1
30/05/2026,ORD-98183,Pepperoni Pizza,Pizza,3,18,54,18.00,john,t3
n/a,ORD-75469,Soda,Drinks,3,3,9,1.5,,
30 May 2026,ORD-31849,Tiramisu,Desserts,3,8,24.00,9,sarah,-
2026-05-30,ORD-68768,Bruschetta,Appetizers,3,7,21,7.5,MARY,T1
05/30/2026,ORD-48767,TIRAMISU,Desserts,1,8,8.00 TRY,3.00,Sarah,
05/30/26,ORD-75984,margherita pizza,Pizza,1,15,15.00,5.00,MARY,n/a
30-05-2026,ORD-38857,Chicken Wings ,Appetizers,1,10,10.00,4.0%,John,T5
30/05/2026,ORD-78262,Caesar Salad,Salads,2,12,n/a,8,Sarah,T1
30-05-2026,ORD-75911,Soda,Drinks,3,3,£9.00,-,Sarah,N/A
30.05.2026,ORD-56254,Margherita Pizza,Pizza,2,15,£30.00,10,john,NULL
30 May 2026,ORD-14899,Caesar Salad,Salads,1,12,12.00,4,sarah,T5
30 May 2026,ORD-85614,Pepperoni Pizza,Pizza,2,18,36,12,sarah,NULL
30 May 2026,ORD-24913,Pepperoni Pizza,Pizza,1,18,18,6,,
"May 30, 2026",ORD-73874,Coffee,Drinks,2,4,8,"2,00",John,T5
30.05.2026,ORD-73311,Margherita Pizza,Pizza,2,15,30,10,,T5
30 May 2026,ORD-69716,Caesar Salad,Salads,3,12,36.00,12,MARY,T2
2026-05-30,ORD-39124,  Margherita Pizza  ,Pizza,3,15,45,15,john,T5
N/A,ORD-21833,Coffee,Drinks,3,4,12.00,3,john,T1
2026/05/30,ORD-59303,Pepperoni Pizza,Pizza,2,18,36,12,NULL,null
N/A,ORD-41390,French Fries,Sides,2,5,10.00,3.0,,T5
30/05/26,ORD-52280,Caesar Salad,Salads,3,12,36,"12,00",John,T2
30.05.2026,ORD-72759,Tiramisu,Desserts,1,8,8,3,sarah,T5
30 May 2026,ORD-26041,Coffee,Drinks,3,4,12,"3,00",null,T5
30.05.2026,ORD-81504,Margherita Pizza,Pizza,1,15,15,5,John,T1
30 May 2026,ORD-75100,Caesar Salad,Salads,3,12,36.00,12,sarah,T5
30-05-2026,ORD-95469,Caesar Salad,Salads,3,12,36.00 TRY,12,sarah,t3
30/05/2026,ORD-67315,Caesar Salad,Salads,2,12,24.00 TRY,8,MARY,T1
05/30/26,ORD-83311,Beef Burger,Burgers,1,14,14.00,6.00 USD,,
2026/05/30,ORD-65641,pepperoni pizza,Pizza,3,18,54,"18,00",MARY,
05/30/26,ORD-39439,French Fries,Sides,2,5,10.00,,sarah,
2026/05/30,ORD-73895,Margherita Pizza ,Pizza,2,15,30,10,John,T2
2026/05/30,ORD-21995,coffee,Drinks,2,4,8,2,sarah,
30/05/2026,ORD-72877,French Fries,Sides,2,5,10,3.0,Sarah,
30-05-2026,ORD-13587,Bruschetta,Appetizers,1,7,7,2.5,sarah,T2
05/30/2026,ORD-44797,Chicken Wings,Appetizers,2,10,20,8,MARY,T2
30/05/26,ORD-21205,Chicken Wings,Appetizers,1,10,10,4,null,T1
30.05.2026,ORD-52526,Coffee,Drinks,1,4,4,1,john,
05/30/26,ORD-41128,TIRAMISU,Desserts,1,8,8,3.00,john,
30/05/2026,ORD-25120,French Fries,Sides,1,5,5,1.5,John,t3
30/05/2026,ORD-56832,Pepperoni Pizza,Pizza,3,18,54,₺18.00,nan,
05/30/26,ORD-40491,Beef Burger,Burgers,3,14,42.00,18,,T1
"May 30, 2026",ORD-60836,Beef Burger,Burgers,1,14,14,"6,00",sarah,
05/30/2026,ORD-43505,Tiramisu,Desserts,1,8,8,3,sarah,T5
"May 30, 2026",ORD-68355,Tiramisu,Desserts,2,8,16,6,john,T1
05/30/26,ORD-94278,PEPPERONI PIZZA,Pizza,2,18,36,£12.00,,T1
30/05/2026,ORD-15954,French Fries,Sides,2,5,10,3.0,MARY,T1
30-05-2026,ORD-68843,Soda,Drinks,1,3,3,0.5,sarah,n/a
2026/05/30,ORD-37161,Soda,Drinks,2,3,₺6.00,1.0,MARY,T2
--,ORD-60265,Tiramisu,Desserts,2,8,16.00 TRY,6,sarah,T5
05/30/26,ORD-45180,Pepperoni Pizza,Pizza,1,18,18,6,Sarah,
30/05/2026,ORD-49382,Chicken Wings,Appetizers,3,10,30,12,John,T5
05/30/26,ORD-60026,Caesar Salad,Salads,1,12,12,4,Sarah,T2
2026/05/30,ORD-81667,Pepperoni Pizza,Pizza,1,18,18,6,John,t3
30-05-2026,ORD-81992,  Pepperoni Pizza  ,Pizza,2,18,36,12,sarah,T5
05/30/26,ORD-24559,Margherita Pizza,Pizza,1,15,15,5.00,sarah,T2
2026-05-30,ORD-92940,Bruschetta,Appetizers,1,7,7,2.5,MARY,T5
2026/05/30,ORD-41624,Bruschetta,Appetizers,1,7,7,2.5,,
31/05/2026,ORD-91211,Soda,Drinks,3,3,9,1.5,john,T5
05/31/2026,ORD-78776,Pepperoni  Pizza,Pizza,3,18,54.0%,18,Sarah,T5
31/05/26,ORD-16934,Bruschetta,Appetizers,3,7,£21.00,7.5,Sarah,
31-05-2026,ORD-78855,Chicken Wings,Appetizers,3,10,30.00,12,,
31/05/2026,ORD-69621,Caesar Salad,Salads,2,12,24.00,8.00,John,-
31-05-2026,ORD-48518,Pepperoni Pizza,Pizza,1,18,18.0%,6.0%,none,-
31/05/26,ORD-56245,Chicken Wings,Appetizers,1,10,10,4,John,T2
"May 31, 2026",ORD-34474,  Margherita Pizza  ,Pizza,1,15,15,5,John,none
31.05.2026,ORD-91965,Pepperoni Pizza,Pizza,2,18,36.00,12.00,sarah,
2026/05/31,ORD-93250,Chicken Wings,Appetizers,2,10,20,8,sarah,
31.05.2026,ORD-77971,Soda,Drinks,3,3,9,1.5,John,
"May 31, 2026",ORD-47227,Margherita Pizza,Pizza,2,15,30,10,Sarah,
31-05-2026,ORD-15026,Coffee,Drinks,3,4,12.0%,3,John,
2026/05/31,ORD-91998,Pepperoni  Pizza,Pizza,1,18,18,6,Sarah,T1
31 May 2026,ORD-40257,Soda,Drinks,3,3,9,1.5,sarah,T2
31.05.2026,ORD-46415,Soda,Drinks,3,3,9,1.5,,T1
2026-05-31,ORD-95966,French Fries,Sides,3,5,"15,00",4.50,Sarah,T1
31 May 2026,ORD-73968,Margherita Pizza,Pizza,2,15,30,10.00,john,
05/31/26,ORD-61286,Pepperoni Pizza ,Pizza,1,18,18,6,MARY,none
2026/05/31,ORD-63179,Margherita Pizza,Pizza,3,15,,15,-,T2
05/31/2026,ORD-45013,French Fries,Sides,2,5,10.00,3.0,john,
2026-05-31,ORD-59079,Beef Burger,Burgers,3,14,42,18,,T2
2026-05-31,ORD-43068,TIRAMISU,Desserts,1,8,8,3,MARY,
31.05.2026,ORD-23117,Pepperoni Pizza,Pizza,3,18,54,18,NONE,t3
2026/05/31,ORD-43245,Tiramisu,Desserts,1,8,8,3,sarah,T5
05/31/26,ORD-20476,Chicken Wings,Appetizers,1,10,10,4,sarah,t3
2026-05-31,ORD-58334,TIRAMISU,Desserts,2,8,16.00,6,john,t3
05/31/26,ORD-99997,Beef Burger,Burgers,3,14,42.00,18,John,t3
2026-05-31,ORD-49328,Coffee,Drinks,2,4,8,2,Sarah,t3
nan,ORD-21094,Beef Burger ,Burgers,2,14,"28,00",12,John,t3
31/05/26,ORD-51448,Pepperoni Pizza,Pizza,1,18,18,6,John,T1
2026/05/31,ORD-81448,Chicken Wings,Appetizers,2,10,20,8,sarah,-
31 May 2026,ORD-92202,Chicken Wings,Appetizers,3,10,30.00,12,Sarah,
31/05/2026,ORD-77566,Pepperoni Pizza,Pizza,2,18,36,12.00 EUR,John,
31-05-2026,ORD-27476,French Fries,Sides,1,5,5.00,$1.50,John,T5
31/05/26,ORD-11029,Margherita Pizza,Pizza,1,15,15,5,john,-
05/31/2026,ORD-71970,Soda,Drinks,3,3,"9,00",1.50,John,
2026-05-31,ORD-55279,French Fries,Sides,3,5,15.0%,4.5%,MARY,
31.05.2026,ORD-51660,Bruschetta,Appetizers,1,7,7,2.5,,T5
31/05/2026,ORD-33961,French Fries,Sides,1,5,5,1.50,Sarah,T2
"May 31, 2026",ORD-78429,Beef Burger,Burgers,3,14,42,18,sarah,T5
2026-05-31,ORD-58934,Pepperoni Pizza,Pizza,1,18,18,6,sarah,T2
"May 31, 2026",ORD-10100,French Fries,Sides,2,5,"10,00",3.0,Sarah,T5
31 May 2026,ORD-86617,Coffee,Drinks,3,4,12,3,John,T5
31/05/26,ORD-17054,Tiramisu,Desserts,2,8,16,6,sarah,
31-05-2026,ORD-86730,Margherita Pizza,Pizza,1,15,15,5.00,-,T1
2026-05-31,ORD-23604,Chicken Wings,Appetizers,3,10,30,12,sarah,n/a
"May 31, 2026",ORD-47192,Coffee,Drinks,1,4,4,1,nan,T2
05/31/26,ORD-65083,Soda,Drinks,3,3,9,1.5,sarah,T2
31 May 2026,ORD-55682,Bruschetta,Appetizers,2,7,14,5.0,MARY,--
31 May 2026,ORD-56028,Margherita Pizza,Pizza,2,15,₺30.00,"10,00",,
31-05-2026,ORD-23371,Coffee,Drinks,1,4,4,1,john,T2
31/05/2026,ORD-80906,Margherita Pizza,Pizza,2,15,30.00,10.00 USD,Sarah,t3
31.05.2026,ORD-37867,Tiramisu ,Desserts,1,8,8,3,john,T5
31-05-2026,ORD-75961,Bruschetta ,Appetizers,3,7,21.00,7.5,sarah,T5
31 May 2026,ORD-76230,Caesar Salad,Salads,2,12,24,8,sarah,NA
31.05.2026,ORD-87378,Coffee,Drinks,1,4,4,1,N/A,
31 May 2026,ORD-70834,Caesar Salad,Salads,3,12,NA,12,John,T2
n/a,ORD-24520,Soda,Drinks,3,3,9,€1.50,MARY,t3
31-05-2026,ORD-90750,Pepperoni Pizza,Pizza,2,18,36,12.0%,MARY,T2
2026-05-31,ORD-92331,TIRAMISU,Desserts,3,8,24,9,MARY,t3
31-05-2026,ORD-75647,French Fries,Sides,3,5,15,4.5,NA,T5
2026/05/31,ORD-38057,Margherita Pizza,Pizza,2,15,30,10.00,-,T1
05/31/26,ORD-95092,Bruschetta,Appetizers,3,7,21,7.5,,t3
-,ORD-86081,French Fries,Sides,1,5,"5,00",1.5,sarah,
"May 31, 2026",ORD-59221,Caesar Salad,Salads,1,12,12,4,N/A,T5
31/05/2026,ORD-79447,Tiramisu,Desserts,1,8,8,3.00,,
31-05-2026,ORD-36640,Pepperoni Pizza,Pizza,2,18,36.00 EUR,12,sarah,T2
05/31/26,ORD-58245,Soda,Drinks,2,3,6,1.00,sarah,T5
2026-05-31,ORD-79278,Soda,Drinks,1,3,3,0.50,john,T1
31/05/2026,ORD-38270,Chicken  Wings,Appetizers,1,10,10,4,,T1
31 May 2026,ORD-61790,Tiramisu,Desserts,2,8,16.00,6.00,John,NULL
01.06.2026,ORD-96345,CAESAR SALAD,Salads,2,12,24,-,sarah,T5
2026-06-01,ORD-87505,Caesar Salad,Salads,1,12,12,4,MARY,T2
06/01/26,ORD-76838,Tiramisu,Desserts,2,8,16,6,Sarah,T1
01 Jun 2026,ORD-63637,French Fries ,Sides,1,5,5,1.5,John,t3
06/01/2026,ORD-83834,Coffee,Drinks,1,4,4.00,1,Sarah,T5
06/01/2026,ORD-65429,Pepperoni Pizza,Pizza,1,18,"18,00",6,MARY,T2
01/06/26,ORD-11825,Tiramisu,Desserts,3,8,€24.00,9,MARY,NONE
2026/06/01,ORD-64279,French Fries,Sides,1,5,5,"1,50",MARY,t3
06/01/2026,ORD-59702,Chicken Wings,Appetizers,1,10,10,4,nan,T2
01.06.2026,ORD-12986,Soda,Drinks,2,3,6.00 TRY,1.0,NA,NA
2026/06/01,ORD-63111,Tiramisu,Desserts,3,8,24,9,john,T2
2026-06-01,ORD-71025,Coffee,Drinks,1,4,null,1,Sarah,T5
"Jun 01, 2026",ORD-30977,Pepperoni  Pizza,Pizza,1,18,18,6,Sarah,none
01 Jun 2026,ORD-57936,Pepperoni Pizza,Pizza,3,18,54,18,MARY,
06/01/26,ORD-93001,Chicken Wings,Appetizers,3,10,30.00,12,,T1
06/01/26,ORD-75946,Tiramisu,Desserts,1,8,8,3,sarah,T1
01 Jun 2026,ORD-30394,Coffee,Drinks,2,4,€8.00,"2,00",Sarah,T2
2026-06-02,ORD-75400,  Bruschetta  ,Appetizers,3,7,21.00 EUR,"7,50",john,T2
02 Jun 2026,ORD-62788,Coffee,Drinks,1,4,4,1.00,sarah,T2
"Jun 02, 2026",ORD-17161,Caesar Salad,Salads,2,12,24,8.00 EUR,John,T1
"Jun 02, 2026",ORD-81501,CHICKEN WINGS,Appetizers,2,10,20,8.00,Sarah,t3
06/02/26,ORD-87545,Chicken Wings,Appetizers,2,10,20,-,john,T5
02.06.2026,ORD-93664,French Fries ,Sides,1,5,5,1.5,MARY,T1
2026/06/02,ORD-38773,soda,Drinks,1,3,3.00 EUR,0.5,Sarah,T1
02-06-2026,ORD-97172,Bruschetta,Appetizers,3,7,£21.00,7.50 EUR,Sarah,
02 Jun 2026,ORD-30756,French Fries,Sides,2,5,10,3.00,sarah,NULL
,ORD-46926,Margherita Pizza,Pizza,3,15,45.00,15,MARY,t3
02-06-2026,ORD-93404,Bruschetta,Appetizers,1,7,7,2.50,john,NONE
NA,ORD-10377,Chicken Wings,Appetizers,1,10,10,4,,T5
02-06-2026,ORD-16268,Caesar Salad,Salads,2,12,24,8,--,
2026/06/02,ORD-28296,Bruschetta,Appetizers,2,7,€14.00,5.0,MARY,T5
02 Jun 2026,ORD-41482,Pepperoni Pizza,Pizza,2,18,36,12,Sarah,
2026-06-02,ORD-71554,Coffee,Drinks,3,4,12,3,,t3
02 Jun 2026,ORD-21257,French Fries,Sides,2,5,10.00,3.0,John,NA
"Jun 02, 2026",ORD-99731,Pepperoni Pizza,Pizza,2,18,36,12.0%,John,t3
06/02/26,ORD-71472,Soda,Drinks,3,3,9,1.5,john,T5
02-06-2026,ORD-95166,French Fries,Sides,3,5,15,4.5,John,T5
06/02/2026,ORD-50521,Pepperoni Pizza,Pizza,1,18,18,6,Sarah,T5
2026-06-02,ORD-44099,Tiramisu,Desserts,1,8,8,3.00 TRY,sarah,T2
02/06/26,ORD-80600,Tiramisu,Desserts,3,8,$24.00,9,sarah,T5
06/02/26,ORD-61827,French Fries,Sides,1,5,5,1.50,sarah,T1
2026/06/02,ORD-87769,TIRAMISU,Desserts,3,8,24.00 EUR,"9,00",sarah,t3
2026-06-02,ORD-53605,Soda,Drinks,1,3,3,0.5,MARY,
"Jun 02, 2026",ORD-93998,Soda,Drinks,1,3,3,0.50,,T5
02 Jun 2026,ORD-32252,Chicken Wings,Appetizers,2,10,20,8,John,t3
02/06/2026,ORD-93136,Caesar Salad ,Salads,2,12,24.00,8,John,t3
02-06-2026,ORD-19853,Beef Burger,Burgers,2,14,28,"12,00",John,t3
06/03/2026,ORD-86429,Tiramisu,Desserts,1,8,8,"3,00",sarah,null
03-06-2026,ORD-35872,Coffee,Drinks,1,4,4,1,n/a,T5
03.06.2026,ORD-87710,Tiramisu,Desserts,2,8,16.00,6.00,john,t3
03 Jun 2026,ORD-60883,Chicken Wings,Appetizers,2,10,20,8,null,
NONE,ORD-86380,Caesar Salad,Salads,3,12,36,12,,T1
03 Jun 2026,ORD-19399,  Caesar Salad  ,Salads,2,12,24,8,,
03/06/2026,ORD-61786,Soda,Drinks,1,3,3,0.5,john,T5
03 Jun 2026,ORD-88942,French Fries,Sides,2,5,10.00 USD,3.0,sarah,T2
2026/06/03,ORD-68997,Tiramisu,Desserts,3,8,24,"9,00",John,T2
03 Jun 2026,ORD-55805,  Beef Burger  ,Burgers,2,14,28,12,John,T5
"Jun 03, 2026",ORD-32861,Pepperoni Pizza ,Pizza,1,18,18,--,Sarah,T5
06/03/2026,ORD-88919,Caesar Salad,Salads,3,12,36,12.00 EUR,sarah,T5
03.06.2026,ORD-64394,  Margherita Pizza  ,Pizza,1,15,15,5,Sarah,
2026/06/03,ORD-88820,French Fries,Sides,1,5,5,1.5,,NA
03.06.2026,ORD-67163,Pepperoni Pizza,Pizza,2,18,36.0%,12,John,
,ORD-47582,Margherita Pizza,Pizza,3,15,45,15,,T1
"Jun 03, 2026",ORD-31431,Beef Burger,Burgers,2,14,28,12,MARY,T2
03-06-2026,ORD-96899,Chicken Wings,Appetizers,1,10,10.0%,4.00 USD,Sarah,t3
04/06/2026,ORD-89947,Chicken Wings,Appetizers,1,10,10.00,4,nan,none
04 Jun 2026,ORD-12297,Soda,Drinks,1,3,3.00,0.5,null,
2026/06/04,ORD-67602,French Fries,Sides,1,5,,1.5,sarah,T5
04.06.2026,ORD-74446,Soda,Drinks,1,3,3,0.5,Sarah,T1
04.06.2026,ORD-34242,Chicken Wings,Appetizers,3,10,30,12,john,t3
2026/06/04,ORD-32634,Soda,Drinks,2,3,6,1.0,,T1
--,ORD-10502,Margherita Pizza,Pizza,1,15,15,5.00 USD,John,T5
"Jun 04, 2026",ORD-35099,Tiramisu,Desserts,3,8,24,9,Sarah,T1
06/04/26,ORD-74302,Chicken Wings,Appetizers,3,10,30,12,John,T5
06/04/26,ORD-22913,Soda,Drinks,1,3,3,0.5,none,T1
2026-06-04,ORD-35322,Beef Burger,Burgers,2,14,28,12,,T5
2026/06/04,ORD-86449,Soda,Drinks,1,3,£3.00,0.5,john,T2
04 Jun 2026,ORD-37908,Caesar Salad,Salads,1,12,12,4.00,john,T1
2026/06/04,ORD-96583,SODA,Drinks,1,3,3,0.5,sarah,NULL
04-06-2026,ORD-79152,Beef Burger,Burgers,3,14,42,18,MARY,
04 Jun 2026,ORD-30710,Pepperoni Pizza,Pizza,2,18,36.0%,₺12.00,Sarah,T2
06/04/2026,ORD-52282,french fries,Sides,1,5,5,1.50,-,T2
04/06/2026,ORD-66528,French Fries,Sides,2,5,10,3.0,john,T1
nan,ORD-18555,Tiramisu,Desserts,2,8,16.0%,"6,00",,n/a
04 Jun 2026,ORD-17882,Tiramisu,Desserts,3,8,24,9.00,n/a,
n/a,ORD-14178,Chicken Wings,Appetizers,1,10,10,4.00,n/a,nan
04 Jun 2026,ORD-63113,Pepperoni Pizza,Pizza,3,18,54,18,John,
06/04/2026,ORD-21507,Beef Burger,Burgers,1,14,14,6.00 TRY,john,T5
2026-06-04,ORD-73881,Coffee,Drinks,1,4,4,1.0%,Sarah,T2
04/06/26,ORD-13234,Pepperoni Pizza,Pizza,1,18,18,6.0%,John,T5
2026/06/04,ORD-92903,Chicken Wings,Appetizers,3,10,30,12,John,t3
04.06.2026,ORD-19307,FRENCH FRIES,Sides,3,5,15,4.5,Sarah,-
04/06/2026,ORD-88112,Tiramisu,Desserts,3,8,24,9,Sarah,T5
06/04/2026,ORD-96250,Coffee,Drinks,2,4,8,2,sarah,T2
06/04/26,ORD-65004,Bruschetta,Appetizers,3,7,21.0%,7.50,n/a,t3
04/06/26,ORD-54197,French Fries,Sides,2,5,10,3.0,John,
04-06-2026,ORD-27855,Caesar  Salad,Salads,2,12,"24,00",8,john,T1
04/06/26,ORD-75024,Soda,Drinks,2,3,6.00,$1.00,n/a,t3
04/06/2026,ORD-48777,Soda,Drinks,1,3,3,0.5%,Sarah,T5
04 Jun 2026,ORD-75296,Beef Burger,Burgers,1,14,,6,john,T1
04/06/26,ORD-66022,Caesar Salad,Salads,1,12,12,4,John,none
04 Jun 2026,ORD-28045,Beef Burger,Burgers,2,14,28.00 USD,12,sarah,T5
06/04/26,ORD-59086,Chicken Wings,Appetizers,1,10,10,4,sarah,T2
"Jun 04, 2026",ORD-60339,Pepperoni Pizza,Pizza,1,18,18.00,6.0%,sarah,n/a
04 Jun 2026,ORD-44601,beef burger,Burgers,2,14,28,12,john,t3
04-06-2026,ORD-77895,Caesar Salad,Salads,1,12,12,4,Sarah,NONE
"Jun 04, 2026",ORD-20111,Pepperoni Pizza,Pizza,3,18,"54,00","18,00",Sarah,
04/06/2026,ORD-69062,Pepperoni Pizza,Pizza,1,18,18,6.00,John,T1
04 Jun 2026,ORD-50553,Beef Burger,Burgers,1,14,14,6.00,NONE,T5
04.06.2026,ORD-93482,Caesar Salad,Salads,3,12,36,12.00,MARY,
04/06/26,ORD-71480,Coffee,Drinks,3,4,12,3,,T5
"Jun 05, 2026",ORD-36780,Chicken Wings ,Appetizers,3,10,30,nan,MARY,T5
05.06.2026,ORD-50036,Caesar Salad,Salads,1,12,12.00,4.00,N/A,T5
05 Jun 2026,ORD-79879,  Tiramisu  ,Desserts,2,8,16,6,none,NONE
2026/06/05,ORD-27849,Caesar Salad,Salads,2,12,24,"8,00",,
2026/06/05,ORD-24485,Chicken Wings,Appetizers,2,10,20,8,,T1
05/06/2026,ORD-67367,Margherita Pizza,Pizza,1,15,15,5.0%,nan,NA
06/05/26,ORD-15654,Coffee,Drinks,2,4,8,2,Sarah,T5
"Jun 05, 2026",ORD-81941,Coffee,Drinks,1,4,4,1,,t3
05/06/26,ORD-64392,Chicken Wings,Appetizers,2,10,20.00,8,MARY,N/A
,ORD-97636,Pepperoni Pizza,Pizza,2,18,36.00,12,MARY,t3
2026/06/05,ORD-29430,Soda,Drinks,3,3,nan,1.5,john,T5
05/06/26,ORD-71919,Beef Burger,Burgers,2,14,NONE,12,john,T1
06/05/2026,ORD-90369,Soda,Drinks,3,3,9,1.5,,T5
05/06/26,ORD-96082,Bruschetta,Appetizers,2,7,14.0%,5.0,John,t3
05/06/2026,ORD-88437,Tiramisu,Desserts,3,8,24,9,john,null
05.06.2026,ORD-96968,Soda,Drinks,2,3,6.00,1.0,MARY,T1
05.06.2026,ORD-85243,Chicken Wings,Appetizers,2,10,20.00,8,Sarah,
05 Jun 2026,ORD-49131,Coffee,Drinks,3,4,12,"3,00",,t3
06/05/2026,ORD-58341,Coffee,Drinks,3,4,12,nan,,NONE
"Jun 05, 2026",ORD-15242,Caesar Salad,Salads,1,12,12,4.00 USD,NULL,T1
05 Jun 2026,ORD-98408,Caesar Salad,Salads,3,12,36.0%,₺12.00,Sarah,T1
05.06.2026,ORD-68125,Caesar Salad,Salads,1,12,12,4,MARY,T1
05/06/2026,ORD-44299,Pepperoni Pizza,Pizza,2,18,36.00,£12.00,NULL,T2
05 Jun 2026,ORD-19873,Tiramisu,Desserts,2,8,16,none,sarah,T1
05/06/2026,ORD-14621,SODA,Drinks,1,3,3,0.5,MARY,T5
05.06.2026,ORD-49320,French Fries,Sides,1,5,5,1.5,,
2026-06-05,ORD-58532,Margherita Pizza,Pizza,2,15,30.0%,10.00,null,T1
2026-06-05,ORD-74415,French Fries,Sides,1,5,5,1.5,john,T2
"Jun 05, 2026",ORD-29903,Soda,Drinks,2,3,6,1.0,,
06/05/26,ORD-65704,Tiramisu,Desserts,2,8,16.00,6.00,John,T5
05.06.2026,ORD-20776,Coffee,Drinks,2,4,"8,00",2,Sarah,T2
05-06-2026,ORD-81840,Coffee,Drinks,2,4,8.00 EUR,2,john,T5
06/05/26,ORD-18758,Bruschetta,Appetizers,1,7,7,2.5,,null
06/05/26,ORD-79579,French Fries,Sides,3,5,15,4.5%,john,
null,ORD-46474,Caesar Salad,Salads,1,12,12,4.00 USD,John,N/A
05.06.2026,ORD-69240,Margherita Pizza,Pizza,1,15,15,5.0%,John,T1
05/06/2026,ORD-25784,Tiramisu,Desserts,2,8,16.00,6,,
06/05/26,ORD-44900,Coffee,Drinks,3,4,12,3,,T2
2026-06-05,ORD-64658,Margherita Pizza,Pizza,1,15,"15,00",5,MARY,
05.06.2026,ORD-77428,Tiramisu,Desserts,2,8,"16,00",6,NA,t3
06/05/26,ORD-17226,Chicken  Wings,Appetizers,3,10,30,12,N/A,T2
05 Jun 2026,ORD-23326,Beef Burger,Burgers,3,14,42.0%,,,T5
2026-06-05,ORD-20740,Soda,Drinks,2,3,6,1.0,Sarah,NA
05/06/26,ORD-78378,French Fries,Sides,2,5,10,3.00,sarah,T5
2026-06-05,ORD-22500,Pepperoni Pizza,Pizza,2,18,nan,12,john,
,ORD-95894,Caesar Salad,Salads,1,12,12,4,john,T2
06/05/26,ORD-38161,Coffee,Drinks,1,4,4.00 USD,1.00,MARY,T2
"Jun 05, 2026",ORD-11320,Bruschetta,Appetizers,3,7,21,7.5,John,t3
05-06-2026,ORD-51158,Bruschetta,Appetizers,2,7,14,5.0,MARY,T1
2026/06/05,ORD-83307,Margherita Pizza,Pizza,1,15,15,5.00,john,T5
"Jun 05, 2026",ORD-31091,Pepperoni Pizza,Pizza,1,18,18,6,-,T2
05/06/2026,ORD-78918,Margherita Pizza,Pizza,1,15,15,5,sarah,T1
06/05/26,ORD-93742,Coffee,Drinks,1,4,nan,1,MARY,T5
2026-06-05,ORD-89270,Tiramisu,Desserts,1,8,8,3,,T1
n/a,ORD-66982,Pepperoni Pizza,Pizza,1,18,18,6,,T5
"Jun 05, 2026",ORD-85785,Tiramisu,Desserts,2,8,16.00,£6.00,sarah,t3
"Jun 05, 2026",ORD-48772,Caesar Salad,Salads,1,12,12,4,NONE,
"Jun 05, 2026",ORD-30335,French Fries ,Sides,2,5,€10.00,3.0,John,N/A
2026/06/05,ORD-17796,Tiramisu,Desserts,1,8,8,3,MARY,
06/05/26,ORD-99794,Chicken Wings,Appetizers,2,10,20.0%,8,Sarah,T5
05/06/2026,ORD-92701,Tiramisu,Desserts,1,8,8,3.00,,T1
2026-06-05,ORD-65478,Tiramisu,Desserts,2,8,16.00,"6,00",Sarah,t3
05.06.2026,ORD-97997,  French Fries  ,Sides,2,5,10,$3.00,MARY,T5
05/06/26,ORD-79468,Bruschetta,Appetizers,2,7,14,5.0,sarah,T1
